Boid,Speed,TimeElapsed
Boid70,5,4.357699
Boid71,5,4.357699
Boid72,5,4.357699
Boid73,5,4.357699
Boid74,5,4.357699
Boid75,5,4.357699
Boid76,5,4.357699
Boid77,5,4.357699
Boid78,5,4.357699
Boid79,5,4.357699
Boid80,5,4.357699
Boid81,5,4.357699
Boid82,5,4.357699
Boid83,5,4.357699
Boid84,5,4.357699
Boid85,5,4.357699
Boid86,5,4.357699
Boid87,5,4.357699
Boid88,5,4.357699
Boid89,5,4.357699
Boid90,5,4.357699
Boid91,5,4.357699
Boid92,5,4.357699
Boid93,5,4.357699
Boid94,5,4.357699
Boid95,5,4.357699
Boid96,5,4.357699
Boid97,5,4.357699
Boid98,5,4.357699
Boid99,5,4.357699
Boid100,5,4.357699
Boid101,5,4.357699
Boid102,5,4.357699
Boid103,5,4.357699
Boid104,5,4.357699
Boid105,5,4.357699
Boid106,5,4.357699
Boid107,5,4.357699
Boid108,5,4.357699
Boid109,5,4.357699
Boid110,5,4.357699
Boid111,5,4.357699
Boid112,5,4.357699
Boid113,5,4.357699
Boid114,5,4.357699
Boid115,5,4.357699
Boid116,5,4.357699
Boid117,5,4.357699
Boid118,5,4.357699
Boid119,5,4.357699
Boid120,5,4.357699
Boid121,5,4.357699
Boid122,5,4.357699
Boid123,4.229676,4.357699
Boid124,5,4.357699
Boid125,5,4.357699
Boid126,5,4.357699
Boid127,5,4.357699
Boid128,5,4.357699
Boid129,5,4.357699
Boid130,5,4.357699
Boid131,5,4.357699
Boid132,5,4.357699
Boid133,5,4.357699
Boid134,5,4.357699
Boid135,5,4.357699
Boid136,5,4.357699
Boid137,5,4.357699
Boid138,5,4.357699
Boid139,5,4.357699
Boid140,5,4.357699
Boid141,5,4.357699
Boid142,5,4.357699
Boid143,5,4.357699
Boid144,5,4.357699
Boid145,5,4.357699
Boid146,5,4.357699
Boid147,5,4.357699
Boid148,5,4.357699
Boid149,5,4.357699
Boid0,5,4.416565
Boid1,5,4.416565
Boid2,5,4.416565
Boid3,5,4.416565
Boid4,5,4.416565
Boid5,5,4.416565
Boid6,5,4.416565
Boid7,5,4.416565
Boid8,5,4.416565
Boid9,5,4.416565
Boid10,5,4.416565
Boid11,5,4.416565
Boid12,5,4.416565
Boid13,5,4.416565
Boid14,5,4.416565
Boid15,5,4.416565
Boid16,5,4.416565
Boid17,5,4.416565
Boid18,5,4.416565
Boid19,5,4.416565
Boid20,5,4.416565
Boid21,5,4.416565
Boid22,5,4.416565
Boid23,5,4.416565
Boid24,5,4.416565
Boid25,5,4.416565
Boid26,5,4.416565
Boid27,5,4.416565
Boid28,5,4.416565
Boid29,5,4.416565
Boid30,5,4.416565
Boid31,5,4.416565
Boid32,5,4.416565
Boid33,5,4.416565
Boid34,5,4.416565
Boid35,5,4.416565
Boid36,5,4.416565
Boid37,5,4.416565
Boid38,5,4.416565
Boid39,5,4.416565
Boid40,5,4.416565
Boid41,5,4.416565
Boid42,5,4.416565
Boid43,5,4.416565
Boid44,5,4.416565
Boid45,5,4.416565
Boid46,5,4.416565
Boid47,5,4.416565
Boid48,5,4.416565
Boid49,5,4.416565
Boid50,5,4.416565
Boid51,5,4.416565
Boid52,5,4.416565
Boid53,5,4.416565
Boid54,5,4.416565
Boid55,5,4.416565
Boid56,5,4.416565
Boid57,5,4.416565
Boid58,5,4.416565
Boid59,5,4.416565
Boid60,5,4.416565
Boid61,5,4.416565
Boid62,5,4.416565
Boid63,5,4.416565
Boid64,5,4.416565
Boid65,5,4.416565
Boid66,5,4.416565
Boid67,5,4.416565
Boid68,5,4.416565
Boid69,5,4.416565
Boid70,5,4.416565
Boid71,5,4.416565
Boid72,5,4.416565
Boid73,5,4.416565
Boid74,5,4.416565
Boid75,5,4.416565
Boid76,5,4.416565
Boid77,5,4.416565
Boid78,5,4.416565
Boid79,5,4.416565
Boid80,5,4.416565
Boid81,5,4.416565
Boid82,5,4.416565
Boid83,5,4.416565
Boid84,5,4.416565
Boid85,5,4.416565
Boid86,5,4.416565
Boid87,5,4.416565
Boid88,5,4.416565
Boid89,5,4.416565
Boid90,5,4.416565
Boid91,5,4.416565
Boid92,5,4.416565
Boid93,5,4.416565
Boid94,5,4.416565
Boid95,5,4.416565
Boid96,5,4.416565
Boid97,5,4.416565
Boid98,5,4.416565
Boid99,5,4.416565
Boid100,5,4.416565
Boid101,5,4.416565
Boid102,4.099771,4.416565
Boid103,5,4.416565
Boid104,5,4.416565
Boid105,5,4.416565
Boid106,5,4.416565
Boid107,5,4.416565
Boid108,5,4.416565
Boid109,5,4.416565
Boid110,5,4.416565
Boid111,5,4.416565
Boid112,5,4.416565
Boid113,5,4.416565
Boid114,5,4.416565
Boid115,5,4.416565
Boid116,5,4.416565
Boid117,5,4.416565
Boid118,5,4.416565
Boid119,5,4.416565
Boid120,5,4.416565
Boid121,5,4.416565
Boid122,5,4.416565
Boid123,5,4.416565
Boid124,5,4.416565
Boid125,5,4.416565
Boid126,5,4.416565
Boid127,5,4.416565
Boid128,5,4.416565
Boid129,5,4.416565
Boid130,5,4.416565
Boid131,5,4.416565
Boid132,5,4.416565
Boid133,5,4.416565
Boid134,5,4.416565
Boid135,5,4.416565
Boid136,5,4.416565
Boid137,5,4.416565
Boid138,5,4.416565
Boid139,5,4.416565
Boid140,5,4.416565
Boid141,5,4.416565
Boid142,5,4.416565
Boid143,5,4.416565
Boid144,5,4.416565
Boid145,5,4.416565
Boid146,5,4.416565
Boid147,5,4.416565
Boid148,5,4.416565
Boid149,5,4.416565
Boid0,5,4.474659
Boid1,5,4.474659
Boid2,5,4.474659
Boid3,5,4.474659
Boid4,5,4.474659
Boid5,5,4.474659
Boid6,5,4.474659
Boid7,5,4.474659
Boid8,5,4.474659
Boid9,5,4.474659
Boid10,2.782952,4.474659
Boid11,5,4.474659
Boid12,5,4.474659
Boid13,5,4.474659
Boid14,3.359415,4.474659
Boid15,5,4.474659
Boid16,5,4.474659
Boid17,5,4.474659
Boid18,5,4.474659
Boid19,5,4.474659
Boid20,5,4.474659
Boid21,5,4.474659
Boid22,5,4.474659
Boid23,5,4.474659
Boid24,5,4.474659
Boid25,5,4.474659
Boid26,5,4.474659
Boid27,5,4.474659
Boid28,5,4.474659
Boid29,5,4.474659
Boid30,5,4.474659
Boid31,5,4.474659
Boid32,5,4.474659
Boid33,5,4.474659
Boid34,5,4.474659
Boid35,5,4.474659
Boid36,5,4.474659
Boid37,5,4.474659
Boid38,5,4.474659
Boid39,5,4.474659
Boid40,5,4.474659
Boid41,5,4.474659
Boid42,5,4.474659
Boid43,5,4.474659
Boid44,5,4.474659
Boid45,5,4.474659
Boid46,5,4.474659
Boid47,5,4.474659
Boid48,5,4.474659
Boid49,5,4.474659
Boid50,5,4.474659
Boid51,5,4.474659
Boid52,5,4.474659
Boid53,5,4.474659
Boid54,5,4.474659
Boid55,5,4.474659
Boid56,5,4.474659
Boid57,5,4.474659
Boid58,5,4.474659
Boid59,5,4.474659
Boid60,5,4.474659
Boid61,5,4.474659
Boid62,5,4.474659
Boid63,5,4.474659
Boid64,5,4.474659
Boid65,5,4.474659
Boid66,5,4.474659
Boid67,5,4.474659
Boid68,5,4.474659
Boid69,5,4.474659
Boid70,5,4.474659
Boid71,5,4.474659
Boid72,5,4.474659
Boid73,5,4.474659
Boid74,5,4.474659
Boid75,5,4.474659
Boid76,5,4.474659
Boid77,5,4.474659
Boid78,5,4.474659
Boid79,5,4.474659
Boid80,5,4.474659
Boid81,5,4.474659
Boid82,5,4.474659
Boid83,5,4.474659
Boid84,5,4.474659
Boid85,5,4.474659
Boid86,5,4.474659
Boid87,5,4.474659
Boid88,5,4.474659
Boid89,5,4.474659
Boid90,5,4.474659
Boid91,5,4.474659
Boid92,5,4.474659
Boid93,5,4.474659
Boid94,5,4.474659
Boid95,5,4.474659
Boid96,5,4.474659
Boid97,5,4.474659
Boid98,5,4.474659
Boid99,5,4.474659
Boid100,5,4.474659
Boid101,5,4.474659
Boid102,5,4.474659
Boid103,5,4.474659
Boid104,5,4.474659
Boid105,5,4.474659
Boid106,5,4.474659
Boid107,5,4.474659
Boid108,5,4.474659
Boid109,5,4.474659
Boid110,5,4.474659
Boid111,5,4.474659
Boid112,5,4.474659
Boid113,5,4.474659
Boid114,5,4.474659
Boid115,5,4.474659
Boid116,5,4.474659
Boid117,5,4.474659
Boid118,5,4.474659
Boid119,5,4.474659
Boid120,5,4.474659
Boid121,5,4.474659
Boid122,5,4.474659
Boid123,5,4.474659
Boid124,5,4.474659
Boid125,5,4.474659
Boid126,5,4.474659
Boid127,5,4.474659
Boid128,5,4.474659
Boid129,5,4.474659
Boid130,5,4.474659
Boid131,5,4.474659
Boid132,5,4.474659
Boid133,5,4.474659
Boid134,5,4.474659
Boid135,5,4.474659
Boid136,5,4.474659
Boid137,5,4.474659
Boid138,5,4.474659
Boid139,5,4.474659
Boid140,5,4.474659
Boid141,5,4.474659
Boid142,5,4.474659
Boid143,5,4.474659
Boid144,5,4.474659
Boid145,5,4.474659
Boid146,5,4.474659
Boid147,5,4.474659
Boid148,5,4.474659
Boid149,5,4.474659
Boid0,5,4.532808
Boid1,5,4.532808
Boid2,5,4.532808
Boid3,5,4.532808
Boid4,5,4.532808
Boid5,5,4.532808
Boid6,5,4.532808
Boid7,5,4.532808
Boid8,5,4.532808
Boid9,5,4.532808
Boid10,5,4.532808
Boid11,5,4.532808
Boid12,5,4.532808
Boid13,5,4.532808
Boid14,5,4.532808
Boid15,5,4.532808
Boid16,5,4.532808
Boid17,5,4.532808
Boid18,5,4.532808
Boid19,5,4.532808
Boid20,5,4.532808
Boid21,5,4.532808
Boid22,5,4.532808
Boid23,5,4.532808
Boid24,5,4.532808
Boid25,5,4.532808
Boid26,5,4.532808
Boid27,5,4.532808
Boid28,5,4.532808
Boid29,5,4.532808
Boid30,5,4.532808
Boid31,5,4.532808
Boid32,5,4.532808
Boid33,5,4.532808
Boid34,5,4.532808
Boid35,5,4.532808
Boid36,5,4.532808
Boid37,5,4.532808
Boid38,5,4.532808
Boid39,5,4.532808
Boid40,5,4.532808
Boid41,5,4.532808
Boid42,5,4.532808
Boid43,5,4.532808
Boid44,5,4.532808
Boid45,5,4.532808
Boid46,5,4.532808
Boid47,5,4.532808
Boid48,5,4.532808
Boid49,5,4.532808
Boid50,5,4.532808
Boid51,5,4.532808
Boid52,5,4.532808
Boid53,5,4.532808
Boid54,5,4.532808
Boid55,5,4.532808
Boid56,5,4.532808
Boid57,5,4.532808
Boid58,5,4.532808
Boid59,5,4.532808
Boid60,5,4.532808
Boid61,5,4.532808
Boid62,5,4.532808
Boid63,5,4.532808
Boid64,5,4.532808
Boid65,5,4.532808
Boid66,5,4.532808
Boid67,5,4.532808
Boid68,5,4.532808
Boid69,5,4.532808
Boid70,5,4.532808
Boid71,5,4.532808
Boid72,5,4.532808
Boid73,5,4.532808
Boid74,5,4.532808
Boid75,5,4.532808
Boid76,5,4.532808
Boid77,5,4.532808
Boid78,5,4.532808
Boid79,5,4.532808
Boid80,5,4.532808
Boid81,5,4.532808
Boid82,5,4.532808
Boid83,5,4.532808
Boid84,5,4.532808
Boid85,5,4.532808
Boid86,5,4.532808
Boid87,5,4.532808
Boid88,5,4.532808
Boid89,5,4.532808
Boid90,5,4.532808
Boid91,5,4.532808
Boid92,5,4.532808
Boid93,5,4.532808
Boid94,5,4.532808
Boid95,5,4.532808
Boid96,5,4.532808
Boid97,5,4.532808
Boid98,5,4.532808
Boid99,5,4.532808
Boid100,5,4.532808
Boid101,5,4.532808
Boid102,5,4.532808
Boid103,5,4.532808
Boid104,5,4.532808
Boid105,5,4.532808
Boid106,5,4.532808
Boid107,5,4.532808
Boid108,5,4.532808
Boid109,5,4.532808
Boid110,2.189924,4.532808
Boid111,5,4.532808
Boid112,5,4.532808
Boid113,5,4.532808
Boid114,5,4.532808
Boid115,5,4.532808
Boid116,5,4.532808
Boid117,5,4.532808
Boid118,5,4.532808
Boid119,5,4.532808
Boid120,5,4.532808
Boid121,5,4.532808
Boid122,5,4.532808
Boid123,5,4.532808
Boid124,5,4.532808
Boid125,5,4.532808
Boid126,5,4.532808
Boid127,5,4.532808
Boid128,5,4.532808
Boid129,5,4.532808
Boid130,5,4.532808
Boid131,5,4.532808
Boid132,5,4.532808
Boid133,5,4.532808
Boid134,5,4.532808
Boid135,5,4.532808
Boid136,5,4.532808
Boid137,5,4.532808
Boid138,5,4.532808
Boid139,5,4.532808
Boid140,5,4.532808
Boid141,5,4.532808
Boid142,5,4.532808
Boid143,5,4.532808
Boid144,5,4.532808
Boid145,5,4.532808
Boid146,5,4.532808
Boid147,5,4.532808
Boid148,5,4.532808
Boid149,5,4.532808
Boid0,5,4.595887
Boid1,5,4.595887
Boid2,5,4.595887
Boid3,5,4.595887
Boid4,5,4.595887
Boid5,5,4.595887
Boid6,5,4.595887
Boid7,5,4.595887
Boid8,5,4.595887
Boid9,5,4.595887
Boid10,5,4.595887
Boid11,5,4.595887
Boid12,5,4.595887
Boid13,5,4.595887
Boid14,5,4.595887
Boid15,5,4.595887
Boid16,5,4.595887
Boid17,5,4.595887
Boid18,5,4.595887
Boid19,5,4.595887
Boid20,5,4.595887
Boid21,5,4.595887
Boid22,5,4.595887
Boid23,5,4.595887
Boid24,5,4.595887
Boid25,5,4.595887
Boid26,5,4.595887
Boid27,5,4.595887
Boid28,5,4.595887
Boid29,5,4.595887
Boid30,5,4.595887
Boid31,5,4.595887
Boid32,5,4.595887
Boid33,5,4.595887
Boid34,5,4.595887
Boid35,5,4.595887
Boid36,5,4.595887
Boid37,5,4.595887
Boid38,5,4.595887
Boid39,5,4.595887
Boid40,5,4.595887
Boid41,5,4.595887
Boid42,5,4.595887
Boid43,5,4.595887
Boid44,5,4.595887
Boid45,5,4.595887
Boid46,5,4.595887
Boid47,5,4.595887
Boid48,5,4.595887
Boid49,5,4.595887
Boid50,5,4.595887
Boid51,5,4.595887
Boid52,5,4.595887
Boid53,5,4.595887
Boid54,5,4.595887
Boid55,5,4.595887
Boid56,5,4.595887
Boid57,5,4.595887
Boid58,5,4.595887
Boid59,5,4.595887
Boid60,5,4.595887
Boid61,5,4.595887
Boid62,5,4.595887
Boid63,5,4.595887
Boid64,5,4.595887
Boid65,5,4.595887
Boid66,5,4.595887
Boid67,5,4.595887
Boid68,5,4.595887
Boid69,5,4.595887
Boid70,5,4.595887
Boid71,5,4.595887
Boid72,5,4.595887
Boid73,5,4.595887
Boid74,5,4.595887
Boid75,5,4.595887
Boid76,5,4.595887
Boid77,5,4.595887
Boid78,5,4.595887
Boid79,5,4.595887
Boid80,5,4.595887
Boid81,5,4.595887
Boid82,5,4.595887
Boid83,5,4.595887
Boid84,5,4.595887
Boid85,5,4.595887
Boid86,5,4.595887
Boid87,5,4.595887
Boid88,5,4.595887
Boid89,5,4.595887
Boid90,5,4.595887
Boid91,5,4.595887
Boid92,5,4.595887
Boid93,5,4.595887
Boid94,5,4.595887
Boid95,5,4.595887
Boid96,5,4.595887
Boid97,5,4.595887
Boid98,5,4.595887
Boid99,5,4.595887
Boid100,5,4.595887
Boid101,5,4.595887
Boid102,5,4.595887
Boid103,5,4.595887
Boid104,5,4.595887
Boid105,5,4.595887
Boid106,5,4.595887
Boid107,5,4.595887
Boid108,5,4.595887
Boid109,5,4.595887
Boid110,5,4.595887
Boid111,5,4.595887
Boid112,5,4.595887
Boid113,5,4.595887
Boid114,5,4.595887
Boid115,5,4.595887
Boid116,5,4.595887
Boid117,5,4.595887
Boid118,5,4.595887
Boid119,5,4.595887
Boid120,5,4.595887
Boid121,5,4.595887
Boid122,5,4.595887
Boid123,5,4.595887
Boid124,5,4.595887
Boid125,5,4.595887
Boid126,5,4.595887
Boid127,5,4.595887
Boid128,5,4.595887
Boid129,5,4.595887
Boid130,5,4.595887
Boid131,5,4.595887
Boid132,5,4.595887
Boid133,5,4.595887
Boid134,5,4.595887
Boid135,5,4.595887
Boid136,5,4.595887
Boid137,5,4.595887
Boid138,5,4.595887
Boid139,5,4.595887
Boid140,5,4.595887
Boid141,5,4.595887
Boid142,5,4.595887
Boid143,5,4.595887
Boid144,5,4.595887
Boid145,5,4.595887
Boid146,5,4.595887
Boid147,5,4.595887
Boid148,5,4.595887
Boid149,5,4.595887
Boid0,5,4.653213
Boid1,5,4.653213
Boid2,5,4.653213
Boid3,5,4.653213
Boid4,5,4.653213
Boid5,5,4.653213
Boid6,5,4.653213
Boid7,5,4.653213
Boid8,5,4.653213
Boid9,5,4.653213
Boid10,5,4.653213
Boid11,5,4.653213
Boid12,5,4.653213
Boid13,5,4.653213
Boid14,5,4.653213
Boid15,5,4.653213
Boid16,5,4.653213
Boid17,5,4.653213
Boid18,5,4.653213
Boid19,5,4.653213
Boid20,5,4.653213
Boid21,5,4.653213
Boid22,5,4.653213
Boid23,5,4.653213
Boid24,5,4.653213
Boid25,5,4.653213
Boid26,5,4.653213
Boid27,5,4.653213
Boid28,5,4.653213
Boid29,5,4.653213
Boid30,5,4.653213
Boid31,5,4.653213
Boid32,5,4.653213
Boid33,5,4.653213
Boid34,5,4.653213
Boid35,5,4.653213
Boid36,5,4.653213
Boid37,5,4.653213
Boid38,5,4.653213
Boid39,5,4.653213
Boid40,5,4.653213
Boid41,5,4.653213
Boid42,5,4.653213
Boid43,5,4.653213
Boid44,5,4.653213
Boid45,5,4.653213
Boid46,5,4.653213
Boid47,5,4.653213
Boid48,5,4.653213
Boid49,5,4.653213
Boid50,5,4.653213
Boid51,5,4.653213
Boid52,5,4.653213
Boid53,5,4.653213
Boid54,5,4.653213
Boid55,5,4.653213
Boid56,5,4.653213
Boid57,5,4.653213
Boid58,5,4.653213
Boid59,5,4.653213
Boid60,5,4.653213
Boid61,5,4.653213
Boid62,5,4.653213
Boid63,5,4.653213
Boid64,5,4.653213
Boid65,5,4.653213
Boid66,5,4.653213
Boid67,5,4.653213
Boid68,5,4.653213
Boid69,5,4.653213
Boid70,5,4.653213
Boid71,5,4.653213
Boid72,5,4.653213
Boid73,5,4.653213
Boid74,5,4.653213
Boid75,5,4.653213
Boid76,5,4.653213
Boid77,5,4.653213
Boid78,5,4.653213
Boid79,5,4.653213
Boid80,5,4.653213
Boid81,5,4.653213
Boid82,5,4.653213
Boid83,5,4.653213
Boid84,5,4.653213
Boid85,5,4.653213
Boid86,5,4.653213
Boid87,5,4.653213
Boid88,5,4.653213
Boid89,5,4.653213
Boid90,5,4.653213
Boid91,5,4.653213
Boid92,5,4.653213
Boid93,5,4.653213
Boid94,5,4.653213
Boid95,5,4.653213
Boid96,5,4.653213
Boid97,5,4.653213
Boid98,5,4.653213
Boid99,5,4.653213
Boid100,5,4.653213
Boid101,5,4.653213
Boid102,5,4.653213
Boid103,5,4.653213
Boid104,5,4.653213
Boid105,5,4.653213
Boid106,5,4.653213
Boid107,5,4.653213
Boid108,5,4.653213
Boid109,5,4.653213
Boid110,5,4.653213
Boid111,5,4.653213
Boid112,5,4.653213
Boid113,5,4.653213
Boid114,5,4.653213
Boid115,5,4.653213
Boid116,5,4.653213
Boid117,5,4.653213
Boid118,5,4.653213
Boid119,5,4.653213
Boid120,5,4.653213
Boid121,5,4.653213
Boid122,5,4.653213
Boid123,5,4.653213
Boid124,5,4.653213
Boid125,5,4.653213
Boid126,5,4.653213
Boid127,5,4.653213
Boid128,5,4.653213
Boid129,5,4.653213
Boid130,5,4.653213
Boid131,5,4.653213
Boid132,5,4.653213
Boid133,5,4.653213
Boid134,5,4.653213
Boid135,5,4.653213
Boid136,5,4.653213
Boid137,5,4.653213
Boid138,5,4.653213
Boid139,5,4.653213
Boid140,5,4.653213
Boid141,5,4.653213
Boid142,5,4.653213
Boid143,5,4.653213
Boid144,5,4.653213
Boid145,5,4.653213
Boid146,5,4.653213
Boid147,5,4.653213
Boid148,5,4.653213
Boid149,5,4.653213
Boid0,5,4.715429
Boid1,5,4.715429
Boid2,5,4.715429
Boid3,5,4.715429
Boid4,5,4.715429
Boid5,5,4.715429
Boid6,5,4.715429
Boid7,5,4.715429
Boid8,5,4.715429
Boid9,5,4.715429
Boid10,5,4.715429
Boid11,5,4.715429
Boid12,5,4.715429
Boid13,5,4.715429
Boid14,5,4.715429
Boid15,5,4.715429
Boid16,5,4.715429
Boid17,5,4.715429
Boid18,5,4.715429
Boid19,5,4.715429
Boid20,5,4.715429
Boid21,5,4.715429
Boid22,5,4.715429
Boid23,5,4.715429
Boid24,5,4.715429
Boid25,5,4.715429
Boid26,5,4.715429
Boid27,5,4.715429
Boid28,5,4.715429
Boid29,5,4.715429
Boid30,5,4.715429
Boid31,5,4.715429
Boid32,5,4.715429
Boid33,5,4.715429
Boid34,5,4.715429
Boid35,5,4.715429
Boid36,5,4.715429
Boid37,5,4.715429
Boid38,5,4.715429
Boid39,5,4.715429
Boid40,5,4.715429
Boid41,5,4.715429
Boid42,5,4.715429
Boid43,5,4.715429
Boid44,5,4.715429
Boid45,5,4.715429
Boid46,5,4.715429
Boid47,5,4.715429
Boid48,5,4.715429
Boid49,5,4.715429
Boid50,5,4.715429
Boid51,5,4.715429
Boid52,5,4.715429
Boid53,5,4.715429
Boid54,5,4.715429
Boid55,5,4.715429
Boid56,5,4.715429
Boid57,5,4.715429
Boid58,5,4.715429
Boid59,5,4.715429
Boid60,5,4.715429
Boid61,5,4.715429
Boid62,5,4.715429
Boid63,5,4.715429
Boid64,5,4.715429
Boid65,5,4.715429
Boid66,5,4.715429
Boid67,5,4.715429
Boid68,5,4.715429
Boid69,5,4.715429
Boid70,5,4.715429
Boid71,5,4.715429
Boid72,5,4.715429
Boid73,5,4.715429
Boid74,5,4.715429
Boid75,5,4.715429
Boid76,5,4.715429
Boid77,5,4.715429
Boid78,5,4.715429
Boid79,5,4.715429
Boid80,5,4.715429
Boid81,5,4.715429
Boid82,5,4.715429
Boid83,5,4.715429
Boid84,5,4.715429
Boid85,5,4.715429
Boid86,5,4.715429
Boid87,5,4.715429
Boid88,5,4.715429
Boid89,5,4.715429
Boid90,5,4.715429
Boid91,5,4.715429
Boid92,5,4.715429
Boid93,5,4.715429
Boid94,5,4.715429
Boid95,5,4.715429
Boid96,5,4.715429
Boid97,5,4.715429
Boid98,5,4.715429
Boid99,5,4.715429
Boid100,5,4.715429
Boid101,5,4.715429
Boid102,5,4.715429
Boid103,5,4.715429
Boid104,5,4.715429
Boid105,5,4.715429
Boid106,5,4.715429
Boid107,5,4.715429
Boid108,5,4.715429
Boid109,5,4.715429
Boid110,5,4.715429
Boid111,5,4.715429
Boid112,5,4.715429
Boid113,5,4.715429
Boid114,5,4.715429
Boid115,5,4.715429
Boid116,5,4.715429
Boid117,5,4.715429
Boid118,5,4.715429
Boid119,5,4.715429
Boid120,5,4.715429
Boid121,5,4.715429
Boid122,5,4.715429
Boid123,5,4.715429
Boid124,5,4.715429
Boid125,5,4.715429
Boid126,5,4.715429
Boid127,5,4.715429
Boid128,5,4.715429
Boid129,5,4.715429
Boid130,5,4.715429
Boid131,5,4.715429
Boid132,5,4.715429
Boid133,5,4.715429
Boid134,5,4.715429
Boid135,5,4.715429
Boid136,5,4.715429
Boid137,5,4.715429
Boid138,5,4.715429
Boid139,5,4.715429
Boid140,5,4.715429
Boid141,5,4.715429
Boid142,5,4.715429
Boid143,5,4.715429
Boid144,5,4.715429
Boid145,5,4.715429
Boid146,5,4.715429
Boid147,5,4.715429
Boid148,5,4.715429
Boid149,5,4.715429
Boid0,5,4.782146
Boid1,5,4.782146
Boid2,5,4.782146
Boid3,5,4.782146
Boid4,5,4.782146
Boid5,5,4.782146
Boid6,5,4.782146
Boid7,5,4.782146
Boid8,5,4.782146
Boid9,5,4.782146
Boid10,5,4.782146
Boid11,5,4.782146
Boid12,5,4.782146
Boid13,5,4.782146
Boid14,5,4.782146
Boid15,5,4.782146
Boid16,5,4.782146
Boid17,5,4.782146
Boid18,5,4.782146
Boid19,5,4.782146
Boid20,5,4.782146
Boid21,5,4.782146
Boid22,5,4.782146
Boid23,5,4.782146
Boid24,5,4.782146
Boid25,5,4.782146
Boid26,5,4.782146
Boid27,5,4.782146
Boid28,5,4.782146
Boid29,5,4.782146
Boid30,5,4.782146
Boid31,5,4.782146
Boid32,5,4.782146
Boid33,5,4.782146
Boid34,5,4.782146
Boid35,5,4.782146
Boid36,5,4.782146
Boid37,5,4.782146
Boid38,5,4.782146
Boid39,5,4.782146
Boid40,5,4.782146
Boid41,5,4.782146
Boid42,5,4.782146
Boid43,5,4.782146
Boid44,5,4.782146
Boid45,5,4.782146
Boid46,5,4.782146
Boid47,5,4.782146
Boid48,5,4.782146
Boid49,5,4.782146
Boid50,5,4.782146
Boid51,5,4.782146
Boid52,5,4.782146
Boid53,5,4.782146
Boid54,5,4.782146
Boid55,5,4.782146
Boid56,5,4.782146
Boid57,5,4.782146
Boid58,5,4.782146
Boid59,5,4.782146
Boid60,5,4.782146
Boid61,5,4.782146
Boid62,5,4.782146
Boid63,5,4.782146
Boid64,5,4.782146
Boid65,5,4.782146
Boid66,5,4.782146
Boid67,5,4.782146
Boid68,5,4.782146
Boid69,5,4.782146
Boid70,5,4.782146
Boid71,5,4.782146
Boid72,5,4.782146
Boid73,5,4.782146
Boid74,5,4.782146
Boid75,5,4.782146
Boid76,5,4.782146
Boid77,5,4.782146
Boid78,5,4.782146
Boid79,5,4.782146
Boid80,5,4.782146
Boid81,5,4.782146
Boid82,5,4.782146
Boid83,5,4.782146
Boid84,5,4.782146
Boid85,5,4.782146
Boid86,5,4.782146
Boid87,5,4.782146
Boid88,5,4.782146
Boid89,5,4.782146
Boid90,5,4.782146
Boid91,5,4.782146
Boid92,5,4.782146
Boid93,5,4.782146
Boid94,5,4.782146
Boid95,5,4.782146
Boid96,5,4.782146
Boid97,5,4.782146
Boid98,5,4.782146
Boid99,5,4.782146
Boid100,5,4.782146
Boid101,5,4.782146
Boid102,5,4.782146
Boid103,5,4.782146
Boid104,5,4.782146
Boid105,5,4.782146
Boid106,5,4.782146
Boid107,5,4.782146
Boid108,5,4.782146
Boid109,5,4.782146
Boid110,5,4.782146
Boid111,5,4.782146
Boid112,5,4.782146
Boid113,5,4.782146
Boid114,5,4.782146
Boid115,5,4.782146
Boid116,5,4.782146
Boid117,5,4.782146
Boid118,5,4.782146
Boid119,5,4.782146
Boid120,5,4.782146
Boid121,5,4.782146
Boid122,5,4.782146
Boid123,5,4.782146
Boid124,5,4.782146
Boid125,5,4.782146
Boid126,5,4.782146
Boid127,5,4.782146
Boid128,5,4.782146
Boid129,5,4.782146
Boid130,5,4.782146
Boid131,5,4.782146
Boid132,5,4.782146
Boid133,5,4.782146
Boid134,5,4.782146
Boid135,5,4.782146
Boid136,5,4.782146
Boid137,5,4.782146
Boid138,5,4.782146
Boid139,5,4.782146
Boid140,5,4.782146
Boid141,5,4.782146
Boid142,5,4.782146
Boid143,5,4.782146
Boid144,5,4.782146
Boid145,5,4.782146
Boid146,5,4.782146
Boid147,5,4.782146
Boid148,5,4.782146
Boid149,5,4.782146
Boid0,5,4.854764
Boid1,5,4.854764
Boid2,5,4.854764
Boid3,5,4.854764
Boid4,5,4.854764
Boid5,5,4.854764
Boid6,5,4.854764
Boid7,5,4.854764
Boid8,5,4.854764
Boid9,5,4.854764
Boid10,5,4.854764
Boid11,5,4.854764
Boid12,5,4.854764
Boid13,5,4.854764
Boid14,5,4.854764
Boid15,5,4.854764
Boid16,5,4.854764
Boid17,5,4.854764
Boid18,5,4.854764
Boid19,5,4.854764
Boid20,5,4.854764
Boid21,5,4.854764
Boid22,5,4.854764
Boid23,5,4.854764
Boid24,5,4.854764
Boid25,5,4.854764
Boid26,5,4.854764
Boid27,5,4.854764
Boid28,5,4.854764
Boid29,5,4.854764
Boid30,5,4.854764
Boid31,5,4.854764
Boid32,5,4.854764
Boid33,5,4.854764
