Boid, OtherBoid
Boid5,Boid2,1.476777
Boid6,Boid9,1.476777
Boid7,Boid0,1.476777
Boid8,Boid6,1.476777
Boid9,Boid6,1.476777
Boid0,Boid7,1.484417
Boid1,Boid0,1.484417
Boid2,Boid5,1.484417
Boid3,Boid6,1.484417
Boid4,Boid9,1.484417
Boid5,Boid2,1.484417
Boid6,Boid9,1.484417
Boid7,Boid0,1.484417
Boid8,Boid6,1.484417
Boid9,Boid6,1.484417
Boid0,Boid7,1.490829
Boid1,Boid0,1.490829
Boid2,Boid5,1.490829
Boid3,Boid6,1.490829
Boid4,Boid9,1.490829
Boid5,Boid2,1.490829
Boid6,Boid9,1.490829
Boid7,Boid0,1.490829
Boid8,Boid6,1.490829
Boid9,Boid6,1.490829
Boid0,Boid7,1.496209
Boid1,Boid0,1.496209
Boid2,Boid5,1.496209
Boid3,Boid6,1.496209
Boid4,Boid6,1.496209
Boid5,Boid2,1.496209
Boid6,Boid9,1.496209
Boid7,Boid0,1.496209
Boid8,Boid6,1.496209
Boid9,Boid6,1.496209
Boid0,Boid7,1.502547
Boid1,Boid0,1.502547
Boid2,Boid5,1.502547
Boid3,Boid6,1.502547
Boid4,Boid9,1.502547
Boid5,Boid2,1.502547
Boid6,Boid9,1.502547
Boid7,Boid0,1.502547
Boid8,Boid6,1.502547
Boid9,Boid6,1.502547
Boid0,Boid7,1.508024
Boid1,Boid0,1.508024
Boid2,Boid5,1.508024
Boid3,Boid6,1.508024
Boid4,Boid9,1.508024
Boid5,Boid2,1.508024
Boid6,Boid9,1.508024
Boid7,Boid0,1.508024
Boid8,Boid6,1.508024
Boid9,Boid6,1.508024
Boid0,Boid7,1.513987
Boid1,Boid0,1.513987
Boid2,Boid5,1.513987
Boid3,Boid6,1.513987
Boid4,Boid6,1.513987
Boid5,Boid2,1.513987
Boid6,Boid9,1.513987
Boid7,Boid0,1.513987
Boid8,Boid6,1.513987
Boid9,Boid6,1.513987
Boid0,Boid7,1.519321
Boid1,Boid0,1.519321
Boid2,Boid5,1.519321
Boid3,Boid6,1.519321
Boid4,Boid6,1.519321
Boid5,Boid2,1.519321
Boid6,Boid9,1.519321
Boid7,Boid0,1.519321
Boid8,Boid6,1.519321
Boid9,Boid6,1.519321
Boid0,Boid7,1.525032
Boid1,Boid0,1.525032
Boid2,Boid5,1.525032
Boid3,Boid6,1.525032
Boid4,Boid9,1.525032
Boid5,Boid2,1.525032
Boid6,Boid9,1.525032
Boid7,Boid0,1.525032
Boid8,Boid6,1.525032
Boid9,Boid6,1.525032
Boid0,Boid7,1.532577
Boid1,Boid0,1.532577
Boid2,Boid5,1.532577
Boid3,Boid6,1.532577
Boid4,Boid9,1.532577
Boid5,Boid2,1.532577
Boid6,Boid9,1.532577
Boid7,Boid0,1.532577
Boid8,Boid6,1.532577
Boid9,Boid6,1.532577
Boid0,Boid7,1.538598
Boid1,Boid0,1.538598
Boid2,Boid5,1.538598
Boid3,Boid6,1.538598
Boid4,Boid6,1.538598
Boid5,Boid2,1.538598
Boid6,Boid9,1.538598
Boid7,Boid0,1.538598
Boid8,Boid6,1.538598
Boid9,Boid6,1.538598
Boid0,Boid7,1.544046
Boid1,Boid0,1.544046
Boid2,Boid5,1.544046
Boid3,Boid6,1.544046
Boid4,Boid9,1.544046
Boid5,Boid2,1.544046
Boid6,Boid9,1.544046
Boid7,Boid0,1.544046
Boid8,Boid6,1.544046
Boid9,Boid6,1.544046
Boid0,Boid7,1.549864
Boid1,Boid0,1.549864
Boid2,Boid5,1.549864
Boid3,Boid6,1.549864
Boid4,Boid9,1.549864
Boid5,Boid2,1.549864
Boid6,Boid9,1.549864
Boid7,Boid0,1.549864
Boid8,Boid6,1.549864
Boid9,Boid6,1.549864
Boid0,Boid7,1.555957
Boid1,Boid0,1.555957
Boid2,Boid5,1.555957
Boid3,Boid6,1.555957
Boid4,Boid6,1.555957
Boid5,Boid2,1.555957
Boid6,Boid9,1.555957
Boid7,Boid0,1.555957
Boid8,Boid6,1.555957
Boid9,Boid6,1.555957
Boid0,Boid7,1.561564
Boid1,Boid0,1.561564
Boid2,Boid5,1.561564
Boid3,Boid6,1.561564
Boid4,Boid9,1.561564
Boid5,Boid2,1.561564
Boid6,Boid9,1.561564
Boid7,Boid0,1.561564
Boid8,Boid6,1.561564
Boid9,Boid6,1.561564
Boid0,Boid7,1.567265
Boid1,Boid0,1.567265
Boid2,Boid5,1.567265
Boid3,Boid6,1.567265
Boid4,Boid9,1.567265
Boid5,Boid2,1.567265
Boid6,Boid9,1.567265
Boid7,Boid0,1.567265
Boid8,Boid6,1.567265
Boid9,Boid6,1.567265
Boid0,Boid7,1.572875
Boid1,Boid0,1.572875
Boid2,Boid5,1.572875
Boid3,Boid6,1.572875
Boid4,Boid6,1.572875
Boid5,Boid2,1.572875
Boid6,Boid9,1.572875
Boid7,Boid0,1.572875
Boid8,Boid6,1.572875
Boid9,Boid6,1.572875
Boid0,Boid7,1.580256
Boid1,Boid0,1.580256
Boid2,Boid5,1.580256
Boid3,Boid6,1.580256
Boid4,Boid9,1.580256
Boid5,Boid2,1.580256
Boid6,Boid9,1.580256
Boid7,Boid0,1.580256
Boid8,Boid6,1.580256
Boid9,Boid6,1.580256
Boid0,Boid7,1.585661
Boid1,Boid0,1.585661
Boid2,Boid5,1.585661
Boid3,Boid6,1.585661
Boid4,Boid9,1.585661
Boid5,Boid2,1.585661
Boid6,Boid9,1.585661
Boid7,Boid0,1.585661
Boid8,Boid6,1.585661
Boid9,Boid6,1.585661
Boid0,Boid7,1.591317
Boid1,Boid0,1.591317
Boid2,Boid5,1.591317
Boid3,Boid6,1.591317
Boid4,Boid6,1.591317
Boid5,Boid2,1.591317
Boid6,Boid9,1.591317
Boid7,Boid0,1.591317
Boid8,Boid6,1.591317
Boid9,Boid6,1.591317
Boid0,Boid7,1.597406
Boid1,Boid0,1.597406
Boid2,Boid5,1.597406
Boid3,Boid6,1.597406
Boid4,Boid6,1.597406
Boid5,Boid2,1.597406
Boid6,Boid9,1.597406
Boid7,Boid0,1.597406
Boid8,Boid6,1.597406
Boid9,Boid6,1.597406
Boid0,Boid7,1.602894
Boid1,Boid0,1.602894
Boid2,Boid5,1.602894
Boid3,Boid6,1.602894
Boid4,Boid9,1.602894
Boid5,Boid2,1.602894
Boid6,Boid9,1.602894
Boid7,Boid0,1.602894
Boid8,Boid6,1.602894
Boid9,Boid6,1.602894
Boid0,Boid7,1.608938
Boid1,Boid0,1.608938
Boid2,Boid5,1.608938
Boid3,Boid6,1.608938
Boid4,Boid9,1.608938
Boid5,Boid2,1.608938
Boid6,Boid9,1.608938
Boid7,Boid0,1.608938
Boid8,Boid6,1.608938
Boid9,Boid6,1.608938
Boid0,Boid7,1.614488
Boid1,Boid0,1.614488
Boid2,Boid5,1.614488
Boid3,Boid6,1.614488
Boid4,Boid6,1.614488
Boid5,Boid2,1.614488
Boid6,Boid9,1.614488
Boid7,Boid0,1.614488
Boid8,Boid6,1.614488
Boid9,Boid6,1.614488
Boid0,Boid7,1.621594
Boid1,Boid0,1.621594
Boid2,Boid5,1.621594
Boid3,Boid6,1.621594
Boid4,Boid9,1.621594
Boid5,Boid2,1.621594
Boid6,Boid9,1.621594
Boid7,Boid0,1.621594
Boid8,Boid6,1.621594
Boid9,Boid6,1.621594
Boid0,Boid7,1.627014
Boid1,Boid0,1.627014
Boid2,Boid5,1.627014
Boid3,Boid6,1.627014
Boid4,Boid9,1.627014
Boid5,Boid2,1.627014
Boid6,Boid9,1.627014
Boid7,Boid0,1.627014
Boid8,Boid6,1.627014
Boid9,Boid6,1.627014
Boid0,Boid7,1.632195
Boid1,Boid0,1.632195
Boid2,Boid5,1.632195
Boid3,Boid6,1.632195
Boid4,Boid6,1.632195
Boid5,Boid2,1.632195
Boid6,Boid9,1.632195
Boid7,Boid0,1.632195
Boid8,Boid6,1.632195
Boid9,Boid6,1.632195
Boid0,Boid7,1.638003
Boid1,Boid0,1.638003
Boid2,Boid5,1.638003
Boid3,Boid6,1.638003
Boid4,Boid6,1.638003
Boid5,Boid2,1.638003
Boid6,Boid9,1.638003
Boid7,Boid0,1.638003
Boid8,Boid6,1.638003
Boid9,Boid6,1.638003
Boid0,Boid7,1.643556
Boid1,Boid0,1.643556
Boid2,Boid5,1.643556
Boid3,Boid6,1.643556
Boid4,Boid9,1.643556
Boid5,Boid2,1.643556
Boid6,Boid9,1.643556
Boid7,Boid0,1.643556
Boid8,Boid6,1.643556
Boid9,Boid6,1.643556
Boid0,Boid7,1.649325
Boid1,Boid0,1.649325
Boid2,Boid5,1.649325
Boid3,Boid6,1.649325
Boid4,Boid9,1.649325
Boid5,Boid2,1.649325
Boid6,Boid9,1.649325
Boid7,Boid0,1.649325
Boid8,Boid6,1.649325
Boid9,Boid6,1.649325
Boid0,Boid7,1.654554
Boid1,Boid0,1.654554
Boid2,Boid5,1.654554
Boid3,Boid6,1.654554
Boid4,Boid6,1.654554
Boid5,Boid2,1.654554
Boid6,Boid9,1.654554
Boid7,Boid0,1.654554
Boid8,Boid6,1.654554
Boid9,Boid6,1.654554
Boid0,Boid7,1.660518
Boid1,Boid0,1.660518
Boid2,Boid5,1.660518
Boid3,Boid6,1.660518
Boid4,Boid9,1.660518
Boid5,Boid2,1.660518
Boid6,Boid9,1.660518
Boid7,Boid0,1.660518
Boid8,Boid6,1.660518
Boid9,Boid6,1.660518
Boid0,Boid7,1.674132
Boid1,Boid0,1.674132
Boid2,Boid5,1.674132
Boid3,Boid6,1.674132
Boid4,Boid9,1.674132
Boid5,Boid2,1.674132
Boid6,Boid9,1.674132
Boid7,Boid0,1.674132
Boid8,Boid6,1.674132
Boid9,Boid6,1.674132
Boid0,Boid7,1.679403
Boid1,Boid0,1.679403
Boid2,Boid5,1.679403
Boid3,Boid6,1.679403
Boid4,Boid6,1.679403
Boid5,Boid2,1.679403
Boid6,Boid9,1.679403
Boid7,Boid0,1.679403
Boid8,Boid6,1.679403
Boid9,Boid6,1.679403
Boid0,Boid7,1.685132
Boid1,Boid0,1.685132
Boid2,Boid5,1.685132
Boid3,Boid6,1.685132
Boid4,Boid9,1.685132
Boid5,Boid2,1.685132
Boid6,Boid9,1.685132
Boid7,Boid0,1.685132
Boid8,Boid6,1.685132
Boid9,Boid6,1.685132
Boid0,Boid7,1.690924
Boid1,Boid0,1.690924
Boid2,Boid5,1.690924
Boid3,Boid6,1.690924
Boid4,Boid9,1.690924
Boid5,Boid2,1.690924
Boid6,Boid9,1.690924
Boid7,Boid0,1.690924
Boid8,Boid6,1.690924
Boid9,Boid6,1.690924
Boid0,Boid7,1.696205
Boid1,Boid0,1.696205
Boid2,Boid5,1.696205
Boid3,Boid6,1.696205
Boid4,Boid6,1.696205
Boid5,Boid2,1.696205
Boid6,Boid9,1.696205
Boid7,Boid0,1.696205
Boid8,Boid6,1.696205
Boid9,Boid6,1.696205
Boid0,Boid7,1.701607
Boid1,Boid0,1.701607
Boid2,Boid5,1.701607
Boid3,Boid6,1.701607
Boid4,Boid9,1.701607
Boid5,Boid2,1.701607
Boid6,Boid9,1.701607
Boid7,Boid0,1.701607
Boid8,Boid6,1.701607
Boid9,Boid6,1.701607
Boid0,Boid7,1.70736
Boid1,Boid0,1.70736
Boid2,Boid5,1.70736
Boid3,Boid6,1.70736
Boid4,Boid9,1.70736
Boid5,Boid2,1.70736
Boid6,Boid9,1.70736
Boid7,Boid0,1.70736
Boid8,Boid6,1.70736
Boid9,Boid6,1.70736
Boid0,Boid7,1.713566
Boid1,Boid0,1.713566
Boid2,Boid5,1.713566
Boid3,Boid6,1.713566
Boid4,Boid6,1.713566
Boid5,Boid2,1.713566
Boid6,Boid9,1.713566
Boid7,Boid0,1.713566
Boid8,Boid6,1.713566
Boid9,Boid6,1.713566
Boid0,Boid7,1.721318
Boid1,Boid0,1.721318
Boid2,Boid5,1.721318
Boid3,Boid6,1.721318
Boid4,Boid9,1.721318
Boid5,Boid2,1.721318
Boid6,Boid9,1.721318
Boid7,Boid0,1.721318
Boid8,Boid6,1.721318
Boid9,Boid6,1.721318
Boid0,Boid7,1.727006
Boid1,Boid0,1.727006
Boid2,Boid5,1.727006
Boid3,Boid6,1.727006
Boid4,Boid9,1.727006
Boid5,Boid2,1.727006
Boid6,Boid9,1.727006
Boid7,Boid0,1.727006
Boid8,Boid6,1.727006
Boid9,Boid6,1.727006
Boid0,Boid7,1.732526
Boid1,Boid0,1.732526
Boid2,Boid5,1.732526
Boid3,Boid6,1.732526
Boid4,Boid6,1.732526
Boid5,Boid2,1.732526
Boid6,Boid9,1.732526
Boid7,Boid0,1.732526
Boid8,Boid6,1.732526
Boid9,Boid6,1.732526
Boid0,Boid7,1.738462
Boid1,Boid0,1.738462
Boid2,Boid5,1.738462
Boid3,Boid6,1.738462
Boid4,Boid6,1.738462
Boid5,Boid2,1.738462
Boid6,Boid9,1.738462
Boid7,Boid0,1.738462
Boid8,Boid6,1.738462
Boid9,Boid6,1.738462
Boid0,Boid7,1.74387
Boid1,Boid0,1.74387
Boid2,Boid5,1.74387
Boid3,Boid6,1.74387
Boid4,Boid9,1.74387
Boid5,Boid2,1.74387
Boid6,Boid9,1.74387
Boid7,Boid0,1.74387
Boid8,Boid6,1.74387
Boid9,Boid6,1.74387
Boid0,Boid7,1.749136
Boid1,Boid0,1.749136
Boid2,Boid5,1.749136
Boid3,Boid6,1.749136
Boid4,Boid9,1.749136
Boid5,Boid2,1.749136
Boid6,Boid9,1.749136
Boid7,Boid0,1.749136
Boid8,Boid6,1.749136
Boid9,Boid6,1.749136
Boid0,Boid7,1.7546
Boid1,Boid0,1.7546
Boid2,Boid5,1.7546
Boid3,Boid6,1.7546
Boid4,Boid6,1.7546
Boid5,Boid2,1.7546
Boid6,Boid9,1.7546
Boid7,Boid0,1.7546
Boid8,Boid6,1.7546
Boid9,Boid6,1.7546
Boid0,Boid7,1.760711
Boid1,Boid0,1.760711
Boid2,Boid5,1.760711
Boid3,Boid6,1.760711
Boid4,Boid9,1.760711
Boid5,Boid2,1.760711
Boid6,Boid9,1.760711
Boid7,Boid0,1.760711
Boid8,Boid6,1.760711
Boid9,Boid6,1.760711
Boid0,Boid7,1.768211
Boid1,Boid0,1.768211
Boid2,Boid5,1.768211
Boid3,Boid6,1.768211
Boid4,Boid9,1.768211
Boid5,Boid2,1.768211
Boid6,Boid9,1.768211
Boid7,Boid0,1.768211
Boid8,Boid6,1.768211
Boid9,Boid6,1.768211
Boid0,Boid7,1.774017
Boid1,Boid0,1.774017
Boid2,Boid5,1.774017
Boid3,Boid6,1.774017
Boid4,Boid6,1.774017
Boid5,Boid2,1.774017
Boid6,Boid9,1.774017
Boid7,Boid0,1.774017
Boid8,Boid6,1.774017
Boid9,Boid6,1.774017
Boid0,Boid7,1.779552
Boid1,Boid0,1.779552
Boid2,Boid5,1.779552
Boid3,Boid6,1.779552
Boid4,Boid6,1.779552
Boid5,Boid2,1.779552
Boid6,Boid9,1.779552
Boid7,Boid0,1.779552
Boid8,Boid6,1.779552
Boid9,Boid6,1.779552
Boid0,Boid7,1.785087
Boid1,Boid0,1.785087
Boid2,Boid5,1.785087
Boid3,Boid6,1.785087
Boid4,Boid9,1.785087
Boid5,Boid2,1.785087
Boid6,Boid9,1.785087
Boid7,Boid0,1.785087
Boid8,Boid6,1.785087
Boid9,Boid6,1.785087
Boid0,Boid7,1.791263
Boid1,Boid0,1.791263
Boid2,Boid5,1.791263
Boid3,Boid6,1.791263
Boid4,Boid9,1.791263
Boid5,Boid2,1.791263
Boid6,Boid9,1.791263
Boid7,Boid0,1.791263
Boid8,Boid6,1.791263
Boid9,Boid6,1.791263
Boid0,Boid7,1.796465
Boid1,Boid0,1.796465
Boid2,Boid5,1.796465
Boid3,Boid6,1.796465
Boid4,Boid6,1.796465
Boid5,Boid2,1.796465
Boid6,Boid9,1.796465
Boid7,Boid0,1.796465
Boid8,Boid6,1.796465
Boid9,Boid6,1.796465
Boid0,Boid7,1.801723
Boid1,Boid0,1.801723
Boid2,Boid5,1.801723
Boid3,Boid6,1.801723
Boid4,Boid9,1.801723
Boid5,Boid2,1.801723
Boid6,Boid9,1.801723
Boid7,Boid0,1.801723
Boid8,Boid6,1.801723
Boid9,Boid6,1.801723
Boid0,Boid7,1.807202
Boid1,Boid0,1.807202
Boid2,Boid5,1.807202
Boid3,Boid6,1.807202
Boid4,Boid9,1.807202
Boid5,Boid2,1.807202
Boid6,Boid9,1.807202
Boid7,Boid0,1.807202
Boid8,Boid6,1.807202
Boid9,Boid6,1.807202
Boid0,Boid7,1.814758
Boid1,Boid0,1.814758
Boid2,Boid5,1.814758
Boid3,Boid6,1.814758
Boid4,Boid6,1.814758
Boid5,Boid2,1.814758
Boid6,Boid9,1.814758
Boid7,Boid0,1.814758
Boid8,Boid6,1.814758
Boid9,Boid6,1.814758
Boid0,Boid7,1.820594
Boid1,Boid0,1.820594
Boid2,Boid5,1.820594
Boid3,Boid6,1.820594
Boid4,Boid9,1.820594
Boid5,Boid2,1.820594
Boid6,Boid9,1.820594
Boid7,Boid0,1.820594
Boid8,Boid6,1.820594
Boid9,Boid6,1.820594
Boid0,Boid7,1.827441
Boid1,Boid0,1.827441
Boid2,Boid5,1.827441
Boid3,Boid6,1.827441
Boid4,Boid9,1.827441
Boid5,Boid2,1.827441
Boid6,Boid9,1.827441
Boid7,Boid0,1.827441
Boid8,Boid6,1.827441
Boid9,Boid6,1.827441
Boid0,Boid7,1.834394
Boid1,Boid0,1.834394
Boid2,Boid5,1.834394
Boid3,Boid6,1.834394
Boid4,Boid6,1.834394
Boid5,Boid2,1.834394
Boid6,Boid9,1.834394
Boid7,Boid0,1.834394
Boid8,Boid6,1.834394
Boid9,Boid6,1.834394
Boid0,Boid7,1.841155
Boid1,Boid0,1.841155
Boid2,Boid5,1.841155
Boid3,Boid6,1.841155
Boid4,Boid9,1.841155
Boid5,Boid2,1.841155
Boid6,Boid9,1.841155
Boid7,Boid0,1.841155
Boid8,Boid6,1.841155
Boid9,Boid6,1.841155
Boid0,Boid7,1.848038
Boid1,Boid0,1.848038
Boid2,Boid5,1.848038
Boid3,Boid6,1.848038
Boid4,Boid9,1.848038
Boid5,Boid2,1.848038
Boid6,Boid9,1.848038
Boid7,Boid0,1.848038
Boid8,Boid6,1.848038
Boid9,Boid6,1.848038
Boid0,Boid7,1.855014
Boid1,Boid0,1.855014
Boid2,Boid5,1.855014
Boid3,Boid6,1.855014
Boid4,Boid6,1.855014
Boid5,Boid2,1.855014
Boid6,Boid9,1.855014
Boid7,Boid0,1.855014
Boid8,Boid6,1.855014
Boid9,Boid6,1.855014
Boid0,Boid7,1.86367
Boid1,Boid0,1.86367
Boid2,Boid5,1.86367
Boid3,Boid6,1.86367
Boid4,Boid9,1.86367
Boid5,Boid2,1.86367
Boid6,Boid9,1.86367
Boid7,Boid0,1.86367
Boid8,Boid6,1.86367
Boid9,Boid6,1.86367
Boid0,Boid7,1.870209
Boid1,Boid0,1.870209
Boid2,Boid5,1.870209
Boid3,Boid6,1.870209
Boid4,Boid9,1.870209
Boid5,Boid2,1.870209
Boid6,Boid9,1.870209
Boid7,Boid0,1.870209
Boid8,Boid6,1.870209
Boid9,Boid6,1.870209
Boid0,Boid7,1.876502
Boid1,Boid0,1.876502
Boid2,Boid5,1.876502
Boid3,Boid6,1.876502
Boid4,Boid6,1.876502
Boid5,Boid2,1.876502
Boid6,Boid9,1.876502
Boid7,Boid0,1.876502
Boid8,Boid6,1.876502
Boid9,Boid6,1.876502
Boid0,Boid7,1.882563
Boid1,Boid0,1.882563
Boid2,Boid5,1.882563
Boid3,Boid6,1.882563
Boid4,Boid9,1.882563
Boid5,Boid2,1.882563
Boid6,Boid9,1.882563
Boid7,Boid0,1.882563
Boid8,Boid6,1.882563
Boid9,Boid6,1.882563
Boid0,Boid7,1.888153
Boid1,Boid0,1.888153
Boid2,Boid5,1.888153
Boid3,Boid6,1.888153
Boid4,Boid9,1.888153
Boid5,Boid2,1.888153
Boid6,Boid9,1.888153
Boid7,Boid0,1.888153
Boid8,Boid6,1.888153
Boid9,Boid6,1.888153
Boid0,Boid7,1.894313
Boid1,Boid0,1.894313
Boid2,Boid5,1.894313
Boid3,Boid6,1.894313
Boid4,Boid6,1.894313
Boid5,Boid2,1.894313
Boid6,Boid9,1.894313
Boid7,Boid0,1.894313
Boid8,Boid6,1.894313
Boid9,Boid6,1.894313
Boid0,Boid7,1.900115
Boid1,Boid0,1.900115
Boid2,Boid5,1.900115
Boid3,Boid6,1.900115
Boid4,Boid9,1.900115
Boid5,Boid2,1.900115
Boid6,Boid9,1.900115
Boid7,Boid0,1.900115
Boid8,Boid6,1.900115
Boid9,Boid6,1.900115
Boid0,Boid7,1.906453
Boid1,Boid0,1.906453
Boid2,Boid5,1.906453
Boid3,Boid6,1.906453
Boid4,Boid9,1.906453
Boid5,Boid2,1.906453
Boid6,Boid9,1.906453
Boid7,Boid0,1.906453
Boid8,Boid6,1.906453
Boid9,Boid6,1.906453
Boid0,Boid7,1.914298
Boid1,Boid0,1.914298
Boid2,Boid5,1.914298
Boid3,Boid6,1.914298
Boid4,Boid6,1.914298
Boid5,Boid2,1.914298
Boid6,Boid9,1.914298
Boid7,Boid0,1.914298
Boid8,Boid6,1.914298
Boid9,Boid6,1.914298
Boid0,Boid7,1.919874
Boid1,Boid0,1.919874
Boid2,Boid5,1.919874
Boid3,Boid6,1.919874
Boid4,Boid6,1.919874
Boid5,Boid2,1.919874
Boid6,Boid9,1.919874
Boid7,Boid0,1.919874
Boid8,Boid6,1.919874
Boid9,Boid6,1.919874
Boid0,Boid7,1.926457
Boid1,Boid0,1.926457
Boid2,Boid5,1.926457
Boid3,Boid6,1.926457
Boid4,Boid9,1.926457
Boid5,Boid2,1.926457
Boid6,Boid9,1.926457
Boid7,Boid0,1.926457
Boid8,Boid6,1.926457
Boid9,Boid6,1.926457
Boid0,Boid7,1.93234
Boid1,Boid0,1.93234
Boid2,Boid5,1.93234
Boid3,Boid6,1.93234
Boid4,Boid9,1.93234
Boid5,Boid2,1.93234
Boid6,Boid9,1.93234
Boid7,Boid0,1.93234
Boid8,Boid6,1.93234
Boid9,Boid6,1.93234
Boid0,Boid7,1.937958
Boid1,Boid0,1.937958
Boid2,Boid5,1.937958
Boid3,Boid6,1.937958
Boid4,Boid6,1.937958
Boid5,Boid2,1.937958
Boid6,Boid9,1.937958
Boid7,Boid0,1.937958
Boid8,Boid6,1.937958
Boid9,Boid6,1.937958
Boid0,Boid7,1.943938
Boid1,Boid0,1.943938
Boid2,Boid5,1.943938
Boid3,Boid6,1.943938
Boid4,Boid9,1.943938
Boid5,Boid2,1.943938
Boid6,Boid9,1.943938
Boid7,Boid0,1.943938
Boid8,Boid6,1.943938
Boid9,Boid6,1.943938
Boid0,Boid7,1.950403
Boid1,Boid0,1.950403
Boid2,Boid5,1.950403
Boid3,Boid6,1.950403
Boid4,Boid9,1.950403
Boid5,Boid2,1.950403
Boid6,Boid9,1.950403
Boid7,Boid0,1.950403
Boid8,Boid6,1.950403
Boid9,Boid6,1.950403
Boid0,Boid7,1.956646
Boid1,Boid0,1.956646
Boid2,Boid5,1.956646
Boid3,Boid6,1.956646
Boid4,Boid6,1.956646
Boid5,Boid2,1.956646
Boid6,Boid9,1.956646
Boid7,Boid0,1.956646
Boid8,Boid6,1.956646
Boid9,Boid6,1.956646
Boid0,Boid7,1.965193
Boid1,Boid0,1.965193
Boid2,Boid5,1.965193
Boid3,Boid6,1.965193
Boid4,Boid9,1.965193
Boid5,Boid2,1.965193
Boid6,Boid9,1.965193
Boid7,Boid0,1.965193
Boid8,Boid6,1.965193
Boid9,Boid6,1.965193
Boid0,Boid7,1.971777
Boid1,Boid0,1.971777
Boid2,Boid5,1.971777
Boid3,Boid6,1.971777
Boid4,Boid9,1.971777
Boid5,Boid2,1.971777
Boid6,Boid9,1.971777
Boid7,Boid0,1.971777
Boid8,Boid6,1.971777
Boid9,Boid6,1.971777
Boid0,Boid7,1.977752
Boid1,Boid0,1.977752
Boid2,Boid5,1.977752
Boid3,Boid6,1.977752
Boid4,Boid6,1.977752
Boid5,Boid2,1.977752
Boid6,Boid9,1.977752
Boid7,Boid0,1.977752
Boid8,Boid6,1.977752
Boid9,Boid6,1.977752
Boid0,Boid7,1.983075
Boid1,Boid0,1.983075
Boid2,Boid5,1.983075
Boid3,Boid6,1.983075
Boid4,Boid9,1.983075
Boid5,Boid2,1.983075
Boid6,Boid9,1.983075
Boid7,Boid0,1.983075
Boid8,Boid6,1.983075
Boid9,Boid6,1.983075
Boid0,Boid7,1.989424
Boid1,Boid0,1.989424
Boid2,Boid5,1.989424
Boid3,Boid6,1.989424
Boid4,Boid9,1.989424
Boid5,Boid2,1.989424
Boid6,Boid9,1.989424
Boid7,Boid0,1.989424
Boid8,Boid6,1.989424
Boid9,Boid6,1.989424
Boid0,Boid7,1.995265
Boid1,Boid0,1.995265
Boid2,Boid5,1.995265
Boid3,Boid6,1.995265
Boid4,Boid6,1.995265
Boid5,Boid2,1.995265
Boid6,Boid9,1.995265
Boid7,Boid0,1.995265
Boid8,Boid6,1.995265
Boid9,Boid6,1.995265
Boid0,Boid7,2.000693
Boid1,Boid0,2.000693
Boid2,Boid5,2.000693
Boid3,Boid6,2.000693
Boid4,Boid9,2.000693
Boid5,Boid2,2.000693
Boid6,Boid9,2.000693
Boid7,Boid0,2.000693
Boid8,Boid6,2.000693
Boid9,Boid6,2.000693
Boid0,Boid7,2.00652
Boid1,Boid0,2.00652
Boid2,Boid5,2.00652
Boid3,Boid6,2.00652
Boid4,Boid9,2.00652
Boid5,Boid2,2.00652
Boid6,Boid9,2.00652
Boid7,Boid0,2.00652
Boid8,Boid6,2.00652
Boid9,Boid6,2.00652
Boid0,Boid7,2.014591
Boid1,Boid0,2.014591
Boid2,Boid5,2.014591
Boid3,Boid6,2.014591
Boid4,Boid6,2.014591
Boid5,Boid2,2.014591
Boid6,Boid9,2.014591
Boid7,Boid0,2.014591
Boid8,Boid6,2.014591
Boid9,Boid6,2.014591
Boid0,Boid7,2.020448
Boid1,Boid0,2.020448
Boid2,Boid5,2.020448
Boid3,Boid6,2.020448
Boid4,Boid9,2.020448
Boid5,Boid2,2.020448
Boid6,Boid9,2.020448
Boid7,Boid0,2.020448
Boid8,Boid6,2.020448
Boid9,Boid6,2.020448
Boid0,Boid7,2.026928
Boid1,Boid0,2.026928
Boid2,Boid5,2.026928
Boid3,Boid6,2.026928
Boid4,Boid9,2.026928
Boid5,Boid2,2.026928
Boid6,Boid9,2.026928
Boid7,Boid0,2.026928
Boid8,Boid6,2.026928
Boid9,Boid6,2.026928
Boid0,Boid7,2.033377
Boid1,Boid0,2.033377
Boid2,Boid5,2.033377
Boid3,Boid6,2.033377
Boid4,Boid6,2.033377
Boid5,Boid2,2.033377
Boid6,Boid9,2.033377
Boid7,Boid0,2.033377
Boid8,Boid6,2.033377
Boid9,Boid6,2.033377
Boid0,Boid7,2.038912
Boid1,Boid0,2.038912
Boid2,Boid5,2.038912
Boid3,Boid6,2.038912
Boid4,Boid6,2.038912
Boid5,Boid2,2.038912
Boid6,Boid9,2.038912
Boid7,Boid0,2.038912
Boid8,Boid6,2.038912
Boid9,Boid6,2.038912
Boid0,Boid7,2.044574
Boid1,Boid0,2.044574
Boid2,Boid5,2.044574
Boid3,Boid6,2.044574
Boid4,Boid9,2.044574
Boid5,Boid2,2.044574
Boid6,Boid9,2.044574
Boid7,Boid0,2.044574
Boid8,Boid6,2.044574
Boid9,Boid6,2.044574
Boid0,Boid7,2.049957
Boid1,Boid0,2.049957
Boid2,Boid5,2.049957
Boid3,Boid6,2.049957
Boid4,Boid9,2.049957
Boid5,Boid2,2.049957
Boid6,Boid9,2.049957
