Boid, OtherBoid
Boid0,Boid7,2.605091
Boid1,Boid0,2.605091
Boid2,Boid5,2.605091
Boid3,Boid6,2.605091
Boid4,Boid9,2.605091
Boid5,Boid2,2.605091
Boid6,Boid9,2.605091
Boid7,Boid0,2.605091
Boid8,Boid6,2.605091
Boid9,Boid6,2.605091
Boid0,Boid7,2.610462
Boid1,Boid0,2.610462
Boid2,Boid5,2.610462
Boid3,Boid6,2.610462
Boid4,Boid9,2.610462
Boid5,Boid2,2.610462
Boid6,Boid9,2.610462
Boid7,Boid0,2.610462
Boid8,Boid6,2.610462
Boid9,Boid6,2.610462
Boid0,Boid7,2.618362
Boid1,Boid0,2.618362
Boid2,Boid5,2.618362
Boid3,Boid6,2.618362
Boid4,Boid6,2.618362
Boid5,Boid2,2.618362
Boid6,Boid9,2.618362
Boid7,Boid0,2.618362
Boid8,Boid6,2.618362
Boid9,Boid6,2.618362
Boid0,Boid7,2.624086
Boid1,Boid0,2.624086
Boid2,Boid5,2.624086
Boid3,Boid6,2.624086
Boid4,Boid9,2.624086
Boid5,Boid2,2.624086
Boid6,Boid9,2.624086
Boid7,Boid0,2.624086
Boid8,Boid6,2.624086
Boid9,Boid6,2.624086
Boid0,Boid7,2.629855
Boid1,Boid0,2.629855
Boid2,Boid5,2.629855
Boid3,Boid6,2.629855
Boid4,Boid9,2.629855
Boid5,Boid2,2.629855
Boid6,Boid9,2.629855
Boid7,Boid0,2.629855
Boid8,Boid6,2.629855
Boid9,Boid6,2.629855
Boid0,Boid7,2.635309
Boid1,Boid0,2.635309
Boid2,Boid5,2.635309
Boid3,Boid6,2.635309
Boid4,Boid6,2.635309
Boid5,Boid2,2.635309
Boid6,Boid9,2.635309
Boid7,Boid0,2.635309
Boid8,Boid6,2.635309
Boid9,Boid6,2.635309
Boid0,Boid7,2.641074
Boid1,Boid0,2.641074
Boid2,Boid5,2.641074
Boid3,Boid6,2.641074
Boid4,Boid9,2.641074
Boid5,Boid2,2.641074
Boid6,Boid9,2.641074
Boid7,Boid0,2.641074
Boid8,Boid6,2.641074
Boid9,Boid6,2.641074
Boid0,Boid7,2.646663
Boid1,Boid0,2.646663
Boid2,Boid5,2.646663
Boid3,Boid6,2.646663
Boid4,Boid9,2.646663
Boid5,Boid2,2.646663
Boid6,Boid9,2.646663
Boid7,Boid0,2.646663
Boid8,Boid6,2.646663
Boid9,Boid6,2.646663
Boid0,Boid7,2.652237
Boid1,Boid0,2.652237
Boid2,Boid5,2.652237
Boid3,Boid6,2.652237
Boid4,Boid6,2.652237
Boid5,Boid2,2.652237
Boid6,Boid9,2.652237
Boid7,Boid0,2.652237
Boid8,Boid6,2.652237
Boid9,Boid6,2.652237
Boid0,Boid7,2.657691
Boid1,Boid0,2.657691
Boid2,Boid5,2.657691
Boid3,Boid6,2.657691
Boid4,Boid6,2.657691
Boid5,Boid2,2.657691
Boid6,Boid9,2.657691
Boid7,Boid0,2.657691
Boid8,Boid6,2.657691
Boid9,Boid6,2.657691
Boid0,Boid7,2.665612
Boid1,Boid0,2.665612
Boid2,Boid5,2.665612
Boid3,Boid6,2.665612
Boid4,Boid9,2.665612
Boid5,Boid2,2.665612
Boid6,Boid9,2.665612
Boid7,Boid0,2.665612
Boid8,Boid6,2.665612
Boid9,Boid6,2.665612
Boid0,Boid7,2.671651
Boid1,Boid0,2.671651
Boid2,Boid5,2.671651
Boid3,Boid6,2.671651
Boid4,Boid9,2.671651
Boid5,Boid2,2.671651
Boid6,Boid9,2.671651
Boid7,Boid0,2.671651
Boid8,Boid6,2.671651
Boid9,Boid6,2.671651
Boid0,Boid7,2.677737
Boid1,Boid0,2.677737
Boid2,Boid5,2.677737
Boid3,Boid6,2.677737
Boid4,Boid6,2.677737
Boid5,Boid2,2.677737
Boid6,Boid9,2.677737
Boid7,Boid0,2.677737
Boid8,Boid6,2.677737
Boid9,Boid6,2.677737
Boid0,Boid7,2.68321
Boid1,Boid0,2.68321
Boid2,Boid5,2.68321
Boid3,Boid6,2.68321
Boid4,Boid9,2.68321
Boid5,Boid2,2.68321
Boid6,Boid9,2.68321
Boid7,Boid0,2.68321
Boid8,Boid6,2.68321
Boid9,Boid6,2.68321
Boid0,Boid7,2.688737
Boid1,Boid0,2.688737
Boid2,Boid5,2.688737
Boid3,Boid6,2.688737
Boid4,Boid9,2.688737
Boid5,Boid2,2.688737
Boid6,Boid9,2.688737
Boid7,Boid0,2.688737
Boid8,Boid6,2.688737
Boid9,Boid6,2.688737
Boid0,Boid7,2.694115
Boid1,Boid0,2.694115
Boid2,Boid5,2.694115
Boid3,Boid6,2.694115
Boid4,Boid6,2.694115
Boid5,Boid2,2.694115
Boid6,Boid9,2.694115
Boid7,Boid0,2.694115
Boid8,Boid6,2.694115
Boid9,Boid6,2.694115
Boid0,Boid7,2.699817
Boid1,Boid0,2.699817
Boid2,Boid5,2.699817
Boid3,Boid6,2.699817
Boid4,Boid6,2.699817
Boid5,Boid2,2.699817
Boid6,Boid9,2.699817
Boid7,Boid0,2.699817
Boid8,Boid6,2.699817
Boid9,Boid6,2.699817
Boid0,Boid7,2.705528
Boid1,Boid0,2.705528
Boid2,Boid5,2.705528
Boid3,Boid6,2.705528
Boid4,Boid9,2.705528
Boid5,Boid2,2.705528
Boid6,Boid9,2.705528
Boid7,Boid0,2.705528
Boid8,Boid6,2.705528
Boid9,Boid6,2.705528
Boid0,Boid7,2.713087
Boid1,Boid0,2.713087
Boid2,Boid5,2.713087
Boid3,Boid6,2.713087
Boid4,Boid9,2.713087
Boid5,Boid2,2.713087
Boid6,Boid9,2.713087
Boid7,Boid0,2.713087
Boid8,Boid6,2.713087
Boid9,Boid6,2.713087
Boid0,Boid7,2.71879
Boid1,Boid0,2.71879
Boid2,Boid5,2.71879
Boid3,Boid6,2.71879
Boid4,Boid6,2.71879
Boid5,Boid2,2.71879
Boid6,Boid9,2.71879
Boid7,Boid0,2.71879
Boid8,Boid6,2.71879
Boid9,Boid6,2.71879
Boid0,Boid7,2.724487
Boid1,Boid0,2.724487
Boid2,Boid5,2.724487
Boid3,Boid6,2.724487
Boid4,Boid9,2.724487
Boid5,Boid2,2.724487
Boid6,Boid9,2.724487
Boid7,Boid0,2.724487
Boid8,Boid6,2.724487
Boid9,Boid6,2.724487
Boid0,Boid7,2.730181
Boid1,Boid0,2.730181
Boid2,Boid5,2.730181
Boid3,Boid6,2.730181
Boid4,Boid9,2.730181
Boid5,Boid2,2.730181
Boid6,Boid9,2.730181
Boid7,Boid0,2.730181
Boid8,Boid6,2.730181
Boid9,Boid6,2.730181
Boid0,Boid7,2.735596
Boid1,Boid0,2.735596
Boid2,Boid5,2.735596
Boid3,Boid6,2.735596
Boid4,Boid6,2.735596
Boid5,Boid2,2.735596
Boid6,Boid9,2.735596
Boid7,Boid0,2.735596
Boid8,Boid6,2.735596
Boid9,Boid6,2.735596
Boid0,Boid7,2.740919
Boid1,Boid0,2.740919
Boid2,Boid5,2.740919
Boid3,Boid6,2.740919
Boid4,Boid9,2.740919
Boid5,Boid2,2.740919
Boid6,Boid9,2.740919
Boid7,Boid0,2.740919
Boid8,Boid6,2.740919
Boid9,Boid6,2.740919
Boid0,Boid7,2.74667
Boid1,Boid0,2.74667
Boid2,Boid5,2.74667
Boid3,Boid6,2.74667
Boid4,Boid9,2.74667
Boid5,Boid2,2.74667
Boid6,Boid9,2.74667
Boid7,Boid0,2.74667
Boid8,Boid6,2.74667
Boid9,Boid6,2.74667
Boid0,Boid7,2.752693
Boid1,Boid0,2.752693
Boid2,Boid5,2.752693
Boid3,Boid6,2.752693
Boid4,Boid6,2.752693
Boid5,Boid2,2.752693
Boid6,Boid9,2.752693
Boid7,Boid0,2.752693
Boid8,Boid6,2.752693
Boid9,Boid6,2.752693
Boid0,Boid7,2.760911
Boid1,Boid0,2.760911
Boid2,Boid5,2.760911
Boid3,Boid6,2.760911
Boid4,Boid9,2.760911
Boid5,Boid2,2.760911
Boid6,Boid9,2.760911
Boid7,Boid0,2.760911
Boid8,Boid6,2.760911
Boid9,Boid6,2.760911
Boid0,Boid7,2.766659
Boid1,Boid0,2.766659
Boid2,Boid5,2.766659
Boid3,Boid6,2.766659
Boid4,Boid9,2.766659
Boid5,Boid2,2.766659
Boid6,Boid9,2.766659
Boid7,Boid0,2.766659
Boid8,Boid6,2.766659
Boid9,Boid6,2.766659
Boid0,Boid7,2.77276
Boid1,Boid0,2.77276
Boid2,Boid5,2.77276
Boid3,Boid6,2.77276
Boid4,Boid6,2.77276
Boid5,Boid2,2.77276
Boid6,Boid9,2.77276
Boid7,Boid0,2.77276
Boid8,Boid6,2.77276
Boid9,Boid6,2.77276
Boid0,Boid7,2.778508
Boid1,Boid0,2.778508
Boid2,Boid5,2.778508
Boid3,Boid6,2.778508
Boid4,Boid6,2.778508
Boid5,Boid2,2.778508
Boid6,Boid9,2.778508
Boid7,Boid0,2.778508
Boid8,Boid6,2.778508
Boid9,Boid6,2.778508
Boid0,Boid7,2.783971
Boid1,Boid0,2.783971
Boid2,Boid5,2.783971
Boid3,Boid6,2.783971
Boid4,Boid9,2.783971
Boid5,Boid2,2.783971
Boid6,Boid9,2.783971
Boid7,Boid0,2.783971
Boid8,Boid6,2.783971
Boid9,Boid6,2.783971
Boid0,Boid7,2.789742
Boid1,Boid0,2.789742
Boid2,Boid5,2.789742
Boid3,Boid6,2.789742
Boid4,Boid9,2.789742
Boid5,Boid2,2.789742
Boid6,Boid9,2.789742
Boid7,Boid0,2.789742
Boid8,Boid6,2.789742
Boid9,Boid6,2.789742
Boid0,Boid7,2.795165
Boid1,Boid0,2.795165
Boid2,Boid5,2.795165
Boid3,Boid6,2.795165
Boid4,Boid6,2.795165
Boid5,Boid2,2.795165
Boid6,Boid9,2.795165
Boid7,Boid0,2.795165
Boid8,Boid6,2.795165
Boid9,Boid6,2.795165
Boid0,Boid7,2.802445
Boid1,Boid0,2.802445
Boid2,Boid5,2.802445
Boid3,Boid6,2.802445
Boid4,Boid9,2.802445
Boid5,Boid2,2.802445
Boid6,Boid9,2.802445
Boid7,Boid0,2.802445
Boid8,Boid6,2.802445
Boid9,Boid6,2.802445
Boid0,Boid7,2.80821
Boid1,Boid0,2.80821
Boid2,Boid5,2.80821
Boid3,Boid6,2.80821
Boid4,Boid9,2.80821
Boid5,Boid2,2.80821
Boid6,Boid9,2.80821
Boid7,Boid0,2.80821
Boid8,Boid6,2.80821
Boid9,Boid6,2.80821
Boid0,Boid7,2.814
Boid1,Boid0,2.814
Boid2,Boid5,2.814
Boid3,Boid6,2.814
Boid4,Boid6,2.814
Boid5,Boid2,2.814
Boid6,Boid9,2.814
Boid7,Boid0,2.814
Boid8,Boid6,2.814
Boid9,Boid6,2.814
Boid0,Boid7,2.819108
Boid1,Boid0,2.819108
Boid2,Boid5,2.819108
Boid3,Boid6,2.819108
Boid4,Boid6,2.819108
Boid5,Boid2,2.819108
Boid6,Boid9,2.819108
Boid7,Boid0,2.819108
Boid8,Boid6,2.819108
Boid9,Boid6,2.819108
Boid0,Boid7,2.824599
Boid1,Boid0,2.824599
Boid2,Boid5,2.824599
Boid3,Boid6,2.824599
Boid4,Boid9,2.824599
Boid5,Boid2,2.824599
Boid6,Boid9,2.824599
Boid7,Boid0,2.824599
Boid8,Boid6,2.824599
Boid9,Boid6,2.824599
Boid0,Boid7,2.830144
Boid1,Boid0,2.830144
Boid2,Boid5,2.830144
Boid3,Boid6,2.830144
Boid4,Boid9,2.830144
Boid5,Boid2,2.830144
Boid6,Boid9,2.830144
Boid7,Boid0,2.830144
Boid8,Boid6,2.830144
Boid9,Boid6,2.830144
Boid0,Boid7,2.835932
Boid1,Boid0,2.835932
Boid2,Boid5,2.835932
Boid3,Boid6,2.835932
Boid4,Boid6,2.835932
Boid5,Boid2,2.835932
Boid6,Boid9,2.835932
Boid7,Boid0,2.835932
Boid8,Boid6,2.835932
Boid9,Boid6,2.835932
Boid0,Boid7,2.841776
Boid1,Boid0,2.841776
Boid2,Boid5,2.841776
Boid3,Boid6,2.841776
Boid4,Boid9,2.841776
Boid5,Boid2,2.841776
Boid6,Boid9,2.841776
Boid7,Boid0,2.841776
Boid8,Boid6,2.841776
Boid9,Boid6,2.841776
Boid0,Boid7,2.849186
Boid1,Boid0,2.849186
Boid2,Boid5,2.849186
Boid3,Boid6,2.849186
Boid4,Boid9,2.849186
Boid5,Boid2,2.849186
Boid6,Boid9,2.849186
Boid7,Boid0,2.849186
Boid8,Boid6,2.849186
Boid9,Boid6,2.849186
Boid0,Boid7,2.854584
Boid1,Boid0,2.854584
Boid2,Boid5,2.854584
Boid3,Boid6,2.854584
Boid4,Boid6,2.854584
Boid5,Boid2,2.854584
Boid6,Boid9,2.854584
Boid7,Boid0,2.854584
Boid8,Boid6,2.854584
Boid9,Boid6,2.854584
Boid0,Boid7,2.86003
Boid1,Boid0,2.86003
Boid2,Boid5,2.86003
Boid3,Boid6,2.86003
Boid4,Boid9,2.86003
Boid5,Boid2,2.86003
Boid6,Boid9,2.86003
Boid7,Boid0,2.86003
Boid8,Boid6,2.86003
Boid9,Boid6,2.86003
Boid0,Boid7,2.865688
Boid1,Boid0,2.865688
Boid2,Boid5,2.865688
Boid3,Boid6,2.865688
Boid4,Boid9,2.865688
Boid5,Boid2,2.865688
Boid6,Boid9,2.865688
Boid7,Boid0,2.865688
Boid8,Boid6,2.865688
Boid9,Boid6,2.865688
Boid0,Boid7,2.871198
Boid1,Boid0,2.871198
Boid2,Boid5,2.871198
Boid3,Boid6,2.871198
Boid4,Boid6,2.871198
Boid5,Boid2,2.871198
Boid6,Boid9,2.871198
Boid7,Boid0,2.871198
Boid8,Boid6,2.871198
Boid9,Boid6,2.871198
Boid0,Boid7,2.87791
Boid1,Boid0,2.87791
Boid2,Boid5,2.87791
Boid3,Boid6,2.87791
Boid4,Boid6,2.87791
Boid5,Boid2,2.87791
Boid6,Boid9,2.87791
Boid7,Boid0,2.87791
Boid8,Boid6,2.87791
Boid9,Boid6,2.87791
Boid0,Boid7,2.884959
Boid1,Boid0,2.884959
Boid2,Boid5,2.884959
Boid3,Boid6,2.884959
Boid4,Boid9,2.884959
Boid5,Boid2,2.884959
Boid6,Boid9,2.884959
Boid7,Boid0,2.884959
Boid8,Boid6,2.884959
Boid9,Boid6,2.884959
Boid0,Boid7,2.89164
Boid1,Boid0,2.89164
Boid2,Boid5,2.89164
Boid3,Boid6,2.89164
Boid4,Boid9,2.89164
Boid5,Boid2,2.89164
Boid6,Boid9,2.89164
Boid7,Boid0,2.89164
Boid8,Boid6,2.89164
Boid9,Boid6,2.89164
Boid0,Boid7,2.899661
Boid1,Boid0,2.899661
Boid2,Boid5,2.899661
Boid3,Boid6,2.899661
Boid4,Boid6,2.899661
Boid5,Boid2,2.899661
Boid6,Boid9,2.899661
Boid7,Boid0,2.899661
Boid8,Boid6,2.899661
Boid9,Boid6,2.899661
Boid0,Boid7,2.906885
Boid1,Boid0,2.906885
Boid2,Boid5,2.906885
Boid3,Boid6,2.906885
Boid4,Boid9,2.906885
Boid5,Boid2,2.906885
Boid6,Boid9,2.906885
Boid7,Boid0,2.906885
Boid8,Boid6,2.906885
Boid9,Boid6,2.906885
Boid0,Boid7,2.912996
Boid1,Boid0,2.912996
Boid2,Boid5,2.912996
Boid3,Boid6,2.912996
Boid4,Boid9,2.912996
Boid5,Boid2,2.912996
Boid6,Boid9,2.912996
Boid7,Boid0,2.912996
Boid8,Boid6,2.912996
Boid9,Boid6,2.912996
Boid0,Boid7,2.919429
Boid1,Boid0,2.919429
Boid2,Boid5,2.919429
Boid3,Boid6,2.919429
Boid4,Boid6,2.919429
Boid5,Boid2,2.919429
Boid6,Boid9,2.919429
Boid7,Boid0,2.919429
Boid8,Boid6,2.919429
Boid9,Boid6,2.919429
Boid0,Boid7,2.925615
Boid1,Boid0,2.925615
Boid2,Boid5,2.925615
Boid3,Boid6,2.925615
Boid4,Boid9,2.925615
Boid5,Boid2,2.925615
Boid6,Boid9,2.925615
Boid7,Boid0,2.925615
Boid8,Boid6,2.925615
Boid9,Boid6,2.925615
Boid0,Boid7,2.931083
Boid1,Boid0,2.931083
Boid2,Boid5,2.931083
Boid3,Boid6,2.931083
Boid4,Boid9,2.931083
Boid5,Boid2,2.931083
Boid6,Boid9,2.931083
Boid7,Boid0,2.931083
Boid8,Boid6,2.931083
Boid9,Boid6,2.931083
Boid0,Boid7,2.936704
Boid1,Boid0,2.936704
Boid2,Boid5,2.936704
Boid3,Boid6,2.936704
Boid4,Boid6,2.936704
Boid5,Boid2,2.936704
Boid6,Boid9,2.936704
Boid7,Boid0,2.936704
Boid8,Boid6,2.936704
Boid9,Boid6,2.936704
Boid0,Boid7,2.942751
Boid1,Boid0,2.942751
Boid2,Boid5,2.942751
Boid3,Boid6,2.942751
Boid4,Boid9,2.942751
Boid5,Boid2,2.942751
Boid6,Boid9,2.942751
Boid7,Boid0,2.942751
Boid8,Boid6,2.942751
Boid9,Boid6,2.942751
Boid0,Boid7,2.95028
Boid1,Boid0,2.95028
Boid2,Boid5,2.95028
Boid3,Boid6,2.95028
Boid4,Boid9,2.95028
Boid5,Boid2,2.95028
Boid6,Boid9,2.95028
Boid7,Boid0,2.95028
Boid8,Boid6,2.95028
Boid9,Boid6,2.95028
Boid0,Boid7,2.955902
Boid1,Boid0,2.955902
Boid2,Boid5,2.955902
Boid3,Boid6,2.955902
Boid4,Boid6,2.955902
Boid5,Boid2,2.955902
Boid6,Boid9,2.955902
Boid7,Boid0,2.955902
Boid8,Boid6,2.955902
Boid9,Boid6,2.955902
Boid0,Boid7,2.961198
Boid1,Boid0,2.961198
Boid2,Boid5,2.961198
Boid3,Boid6,2.961198
Boid4,Boid9,2.961198
Boid5,Boid2,2.961198
Boid6,Boid9,2.961198
Boid7,Boid0,2.961198
Boid8,Boid6,2.961198
Boid9,Boid6,2.961198
Boid0,Boid7,2.966599
Boid1,Boid0,2.966599
Boid2,Boid5,2.966599
Boid3,Boid6,2.966599
Boid4,Boid9,2.966599
Boid5,Boid2,2.966599
Boid6,Boid9,2.966599
Boid7,Boid0,2.966599
Boid8,Boid6,2.966599
Boid9,Boid6,2.966599
Boid0,Boid7,2.972586
Boid1,Boid0,2.972586
Boid2,Boid5,2.972586
Boid3,Boid6,2.972586
Boid4,Boid6,2.972586
Boid5,Boid2,2.972586
Boid6,Boid9,2.972586
Boid7,Boid0,2.972586
Boid8,Boid6,2.972586
Boid9,Boid6,2.972586
Boid0,Boid7,2.978297
Boid1,Boid0,2.978297
Boid2,Boid5,2.978297
Boid3,Boid6,2.978297
Boid4,Boid6,2.978297
Boid5,Boid2,2.978297
Boid6,Boid9,2.978297
Boid7,Boid0,2.978297
Boid8,Boid6,2.978297
Boid9,Boid6,2.978297
Boid0,Boid7,2.984349
Boid1,Boid0,2.984349
Boid2,Boid5,2.984349
Boid3,Boid6,2.984349
Boid4,Boid9,2.984349
Boid5,Boid2,2.984349
Boid6,Boid9,2.984349
Boid7,Boid0,2.984349
Boid8,Boid6,2.984349
Boid9,Boid6,2.984349
Boid0,Boid7,2.990333
Boid1,Boid0,2.990333
Boid2,Boid5,2.990333
Boid3,Boid6,2.990333
Boid4,Boid9,2.990333
Boid5,Boid2,2.990333
Boid6,Boid9,2.990333
Boid7,Boid0,2.990333
Boid8,Boid6,2.990333
Boid9,Boid6,2.990333
Boid0,Boid7,2.998111
Boid1,Boid0,2.998111
Boid2,Boid5,2.998111
Boid3,Boid6,2.998111
Boid4,Boid6,2.998111
Boid5,Boid2,2.998111
Boid6,Boid9,2.998111
Boid7,Boid0,2.998111
Boid8,Boid6,2.998111
Boid9,Boid6,2.998111
Boid0,Boid7,3.00383
Boid1,Boid0,3.00383
Boid2,Boid5,3.00383
Boid3,Boid6,3.00383
Boid4,Boid9,3.00383
Boid5,Boid2,3.00383
Boid6,Boid9,3.00383
Boid7,Boid0,3.00383
Boid8,Boid6,3.00383
Boid9,Boid6,3.00383
Boid0,Boid7,3.010544
Boid1,Boid0,3.010544
Boid2,Boid5,3.010544
Boid3,Boid6,3.010544
Boid4,Boid9,3.010544
Boid5,Boid2,3.010544
Boid6,Boid9,3.010544
Boid7,Boid0,3.010544
Boid8,Boid6,3.010544
Boid9,Boid6,3.010544
Boid0,Boid7,3.016057
Boid1,Boid0,3.016057
Boid2,Boid5,3.016057
Boid3,Boid6,3.016057
Boid4,Boid6,3.016057
Boid5,Boid2,3.016057
Boid6,Boid9,3.016057
Boid7,Boid0,3.016057
Boid8,Boid6,3.016057
Boid9,Boid6,3.016057
Boid0,Boid7,3.022084
Boid1,Boid0,3.022084
Boid2,Boid5,3.022084
Boid3,Boid6,3.022084
Boid4,Boid9,3.022084
Boid5,Boid2,3.022084
Boid6,Boid9,3.022084
Boid7,Boid0,3.022084
Boid8,Boid6,3.022084
Boid9,Boid6,3.022084
Boid0,Boid7,3.028432
Boid1,Boid0,3.028432
Boid2,Boid5,3.028432
Boid3,Boid6,3.028432
Boid4,Boid9,3.028432
Boid5,Boid2,3.028432
Boid6,Boid9,3.028432
Boid7,Boid0,3.028432
Boid8,Boid6,3.028432
Boid9,Boid6,3.028432
Boid0,Boid7,3.034591
Boid1,Boid0,3.034591
Boid2,Boid5,3.034591
Boid3,Boid6,3.034591
Boid4,Boid6,3.034591
Boid5,Boid2,3.034591
Boid6,Boid9,3.034591
Boid7,Boid0,3.034591
Boid8,Boid6,3.034591
Boid9,Boid6,3.034591
Boid0,Boid7,3.070105
Boid1,Boid0,3.070105
Boid2,Boid5,3.070105
Boid3,Boid6,3.070105
Boid4,Boid9,3.070105
Boid5,Boid2,3.070105
Boid6,Boid9,3.070105
Boid7,Boid0,3.070105
Boid8,Boid6,3.070105
Boid9,Boid6,3.070105
Boid0,Boid7,3.078199
Boid1,Boid0,3.078199
Boid2,Boid5,3.078199
Boid3,Boid6,3.078199
Boid4,Boid6,3.078199
Boid5,Boid2,3.078199
Boid6,Boid9,3.078199
Boid7,Boid0,3.078199
Boid8,Boid6,3.078199
Boid9,Boid6,3.078199
Boid0,Boid7,3.083825
Boid1,Boid0,3.083825
Boid2,Boid5,3.083825
Boid3,Boid6,3.083825
Boid4,Boid9,3.083825
Boid5,Boid2,3.083825
Boid6,Boid9,3.083825
Boid7,Boid0,3.083825
Boid8,Boid6,3.083825
Boid9,Boid6,3.083825
Boid0,Boid7,3.090179
Boid1,Boid0,3.090179
Boid2,Boid5,3.090179
Boid3,Boid6,3.090179
Boid4,Boid9,3.090179
Boid5,Boid2,3.090179
Boid6,Boid9,3.090179
Boid7,Boid0,3.090179
Boid8,Boid6,3.090179
Boid9,Boid6,3.090179
Boid0,Boid7,3.096232
Boid1,Boid0,3.096232
Boid2,Boid5,3.096232
Boid3,Boid6,3.096232
Boid4,Boid9,3.096232
Boid5,Boid2,3.096232
Boid6,Boid9,3.096232
Boid7,Boid0,3.096232
Boid8,Boid6,3.096232
Boid9,Boid6,3.096232
Boid0,Boid7,3.102014
Boid1,Boid0,3.102014
Boid2,Boid5,3.102014
Boid3,Boid6,3.102014
Boid4,Boid9,3.102014
Boid5,Boid2,3.102014
Boid6,Boid9,3.102014
Boid7,Boid0,3.102014
Boid8,Boid6,3.102014
Boid9,Boid6,3.102014
Boid0,Boid7,3.107977
Boid1,Boid0,3.107977
Boid2,Boid5,3.107977
Boid3,Boid6,3.107977
Boid4,Boid9,3.107977
Boid5,Boid2,3.107977
Boid6,Boid9,3.107977
Boid7,Boid0,3.107977
Boid8,Boid6,3.107977
Boid9,Boid6,3.107977
Boid0,Boid7,3.113908
Boid1,Boid0,3.113908
Boid2,Boid5,3.113908
Boid3,Boid6,3.113908
Boid4,Boid9,3.113908
Boid5,Boid2,3.113908
Boid6,Boid9,3.113908
Boid7,Boid0,3.113908
Boid8,Boid6,3.113908
Boid9,Boid6,3.113908
Boid0,Boid7,3.122967
Boid1,Boid0,3.122967
Boid2,Boid5,3.122967
Boid3,Boid6,3.122967
Boid4,Boid9,3.122967
Boid5,Boid2,3.122967
Boid6,Boid9,3.122967
Boid7,Boid0,3.122967
Boid8,Boid6,3.122967
Boid9,Boid6,3.122967
Boid0,Boid7,3.129081
Boid1,Boid0,3.129081
Boid2,Boid5,3.129081
Boid3,Boid6,3.129081
Boid4,Boid9,3.129081
Boid5,Boid2,3.129081
Boid6,Boid9,3.129081
Boid7,Boid0,3.129081
Boid8,Boid6,3.129081
Boid9,Boid6,3.129081
Boid0,Boid7,3.134347
Boid1,Boid0,3.134347
Boid2,Boid5,3.134347
Boid3,Boid6,3.134347
Boid4,Boid6,3.134347
Boid5,Boid2,3.134347
Boid6,Boid9,3.134347
Boid7,Boid0,3.134347
Boid8,Boid6,3.134347
Boid9,Boid6,3.134347
Boid0,Boid7,3.139933
Boid1,Boid0,3.139933
Boid2,Boid5,3.139933
Boid3,Boid6,3.139933
Boid4,Boid6,3.139933
Boid5,Boid2,3.139933
Boid6,Boid9,3.139933
Boid7,Boid0,3.139933
Boid8,Boid6,3.139933
Boid9,Boid6,3.139933
Boid0,Boid7,3.145333
Boid1,Boid0,3.145333
Boid2,Boid5,3.145333
Boid3,Boid6,3.145333
Boid4,Boid9,3.145333
Boid5,Boid2,3.145333
Boid6,Boid9,3.145333
Boid7,Boid0,3.145333
Boid8,Boid6,3.145333
Boid9,Boid6,3.145333
Boid0,Boid7,3.151511
Boid1,Boid0,3.151511
Boid2,Boid5,3.151511
Boid3,Boid6,3.151511
Boid4,Boid9,3.151511
Boid5,Boid2,3.151511
Boid6,Boid9,3.151511
Boid7,Boid0,3.151511
Boid8,Boid6,3.151511
Boid9,Boid6,3.151511
Boid0,Boid7,3.157385
Boid1,Boid0,3.157385
Boid2,Boid5,3.157385
Boid3,Boid6,3.157385
Boid4,Boid9,3.157385
Boid5,Boid2,3.157385
Boid6,Boid9,3.157385
Boid7,Boid0,3.157385
Boid8,Boid6,3.157385
Boid9,Boid6,3.157385
Boid0,Boid7,3.162905
Boid1,Boid0,3.162905
Boid2,Boid5,3.162905
Boid3,Boid6,3.162905
Boid4,Boid9,3.162905
Boid5,Boid2,3.162905
Boid6,Boid9,3.162905
Boid7,Boid0,3.162905
Boid8,Boid6,3.162905
Boid9,Boid6,3.162905
Boid0,Boid7,3.170247
Boid1,Boid0,3.170247
Boid2,Boid5,3.170247
Boid3,Boid6,3.170247
Boid4,Boid9,3.170247
Boid5,Boid2,3.170247
Boid6,Boid9,3.170247
Boid7,Boid0,3.170247
Boid8,Boid6,3.170247
Boid9,Boid6,3.170247
Boid0,Boid7,3.175719
Boid1,Boid0,3.175719
Boid2,Boid5,3.175719
Boid3,Boid6,3.175719
Boid4,Boid9,3.175719
Boid5,Boid2,3.175719
Boid6,Boid9,3.175719
Boid7,Boid0,3.175719
Boid8,Boid6,3.175719
Boid9,Boid6,3.175719
Boid0,Boid7,3.181421
Boid1,Boid0,3.181421
Boid2,Boid5,3.181421
Boid3,Boid6,3.181421
Boid4,Boid9,3.181421
Boid5,Boid2,3.181421
Boid6,Boid9,3.181421
Boid7,Boid0,3.181421
Boid8,Boid6,3.181421
Boid9,Boid6,3.181421
Boid0,Boid7,3.187347
Boid1,Boid0,3.187347
Boid2,Boid5,3.187347
Boid3,Boid6,3.187347
Boid4,Boid9,3.187347
Boid5,Boid2,3.187347
Boid6,Boid9,3.187347
Boid7,Boid0,3.187347
Boid8,Boid6,3.187347
Boid9,Boid6,3.187347
Boid0,Boid7,3.193498
Boid1,Boid0,3.193498
Boid2,Boid5,3.193498
Boid3,Boid6,3.193498
Boid4,Boid9,3.193498
Boid5,Boid2,3.193498
Boid6,Boid9,3.193498
Boid7,Boid0,3.193498
Boid8,Boid6,3.193498
Boid9,Boid6,3.193498
Boid0,Boid7,3.199854
Boid1,Boid0,3.199854
Boid2,Boid5,3.199854
