boid-i, boid-j, timeElapsed
Boid29,Boid18,13.290
Boid30,Boid13,13.290
Boid31,Boid42,13.290
Boid32,Boid6,13.290
Boid33,Boid39,13.290
Boid34,Boid39,13.290
Boid35,Boid10,13.290
Boid36,Boid39,13.290
Boid37,Boid39,13.290
Boid38,Boid6,13.290
Boid39,Boid45,13.290
Boid40,Boid31,13.290
Boid41,Boid39,13.290
Boid42,Boid31,13.290
Boid43,Boid10,13.290
Boid44,Boid39,13.290
Boid45,Boid39,13.290
Boid46,Boid39,13.290
Boid47,Boid6,13.290
Boid48,Boid39,13.290
Boid49,Boid31,13.290
Boid0,Boid46,13.310
Boid1,Boid48,13.310
Boid2,Boid48,13.310
Boid3,Boid29,13.310
Boid4,Boid11,13.310
Boid5,Boid26,13.310
Boid6,Boid26,13.310
Boid7,Boid9,13.310
Boid8,Boid13,13.310
Boid9,Boid32,13.310
Boid10,Boid46,13.310
Boid11,Boid40,13.310
Boid12,Boid46,13.310
Boid13,Boid36,13.310
Boid14,Boid26,13.310
Boid15,Boid36,13.310
Boid16,Boid26,13.310
Boid17,Boid4,13.310
Boid18,Boid13,13.310
Boid19,Boid13,13.310
Boid20,Boid36,13.310
Boid21,Boid24,13.310
Boid22,Boid11,13.310
Boid23,Boid15,13.310
Boid24,Boid32,13.310
Boid25,Boid48,13.310
Boid26,Boid46,13.310
Boid27,Boid15,13.310
Boid28,Boid46,13.310
Boid29,Boid13,13.310
Boid30,Boid48,13.310
Boid31,Boid15,13.310
Boid32,Boid17,13.310
Boid33,Boid46,13.310
Boid34,Boid15,13.310
Boid35,Boid26,13.310
Boid36,Boid15,13.310
Boid37,Boid36,13.310
Boid38,Boid47,13.310
Boid39,Boid15,13.310
Boid40,Boid11,13.310
Boid41,Boid15,13.310
Boid42,Boid15,13.310
Boid43,Boid17,13.310
Boid44,Boid46,13.310
Boid45,Boid15,13.310
Boid46,Boid15,13.310
Boid47,Boid17,13.310
Boid48,Boid15,13.310
Boid49,Boid15,13.310
Boid0,Boid23,13.330
Boid1,Boid34,13.330
Boid2,Boid48,13.330
Boid3,Boid8,13.330
Boid4,Boid17,13.330
Boid5,Boid26,13.330
Boid6,Boid26,13.330
Boid7,Boid8,13.330
Boid8,Boid29,13.330
Boid9,Boid24,13.330
Boid10,Boid34,13.330
Boid11,Boid31,13.330
Boid12,Boid23,13.330
Boid13,Boid23,13.330
Boid14,Boid29,13.330
Boid15,Boid23,13.330
Boid16,Boid29,13.330
Boid17,Boid32,13.330
Boid18,Boid29,13.330
Boid19,Boid29,13.330
Boid20,Boid36,13.330
Boid21,Boid24,13.330
Boid22,Boid34,13.330
Boid23,Boid34,13.330
Boid24,Boid32,13.330
Boid25,Boid23,13.330
Boid26,Boid46,13.330
Boid27,Boid23,13.330
Boid28,Boid46,13.330
Boid29,Boid33,13.330
Boid30,Boid48,13.330
Boid31,Boid23,13.330
Boid32,Boid24,13.330
Boid33,Boid46,13.330
Boid34,Boid23,13.330
Boid35,Boid26,13.330
Boid36,Boid23,13.330
Boid37,Boid36,13.330
Boid38,Boid24,13.330
Boid39,Boid23,13.330
Boid40,Boid23,13.330
Boid41,Boid23,13.330
Boid42,Boid23,13.330
Boid43,Boid10,13.330
Boid44,Boid46,13.330
Boid45,Boid23,13.330
Boid46,Boid23,13.330
Boid47,Boid32,13.330
Boid48,Boid23,13.330
Boid49,Boid23,13.330
Boid0,Boid34,13.347
Boid1,Boid34,13.347
Boid2,Boid48,13.347
Boid3,Boid8,13.347
Boid4,Boid17,13.347
Boid5,Boid26,13.347
Boid6,Boid10,13.347
Boid7,Boid8,13.347
Boid8,Boid10,13.347
Boid9,Boid24,13.347
Boid10,Boid34,13.347
Boid11,Boid31,13.347
Boid12,Boid34,13.347
Boid13,Boid36,13.347
Boid14,Boid26,13.347
Boid15,Boid31,13.347
Boid16,Boid26,13.347
Boid17,Boid32,13.347
Boid18,Boid26,13.347
Boid19,Boid10,13.347
Boid20,Boid36,13.347
Boid21,Boid24,13.347
Boid22,Boid34,13.347
Boid23,Boid31,13.347
Boid24,Boid32,13.347
Boid25,Boid31,13.347
Boid26,Boid46,13.347
Boid27,Boid34,13.347
Boid28,Boid46,13.347
Boid29,Boid10,13.347
Boid30,Boid48,13.347
Boid31,Boid42,13.347
Boid32,Boid24,13.347
Boid33,Boid46,13.347
Boid34,Boid31,13.347
Boid35,Boid10,13.347
Boid36,Boid42,13.347
Boid37,Boid36,13.347
Boid38,Boid10,13.347
Boid39,Boid34,13.347
Boid40,Boid31,13.347
Boid41,Boid31,13.347
Boid42,Boid31,13.347
Boid43,Boid10,13.347
Boid44,Boid46,13.347
Boid45,Boid15,13.347
Boid46,Boid42,13.347
Boid47,Boid17,13.347
Boid48,Boid34,13.347
Boid49,Boid31,13.347
Boid0,Boid46,13.369
Boid1,Boid48,13.369
Boid2,Boid48,13.369
Boid3,Boid8,13.369
Boid4,Boid17,13.369
Boid5,Boid8,13.369
Boid6,Boid27,13.369
Boid7,Boid8,13.369
Boid8,Boid20,13.369
Boid9,Boid24,13.369
Boid10,Boid46,13.369
Boid11,Boid31,13.369
Boid12,Boid46,13.369
Boid13,Boid46,13.369
Boid14,Boid29,13.369
Boid15,Boid46,13.369
Boid16,Boid29,13.369
Boid17,Boid32,13.369
Boid18,Boid20,13.369
Boid19,Boid27,13.369
Boid20,Boid46,13.369
Boid21,Boid24,13.369
Boid22,Boid49,13.369
Boid23,Boid46,13.369
Boid24,Boid32,13.369
Boid25,Boid48,13.369
Boid26,Boid46,13.369
Boid27,Boid46,13.369
Boid28,Boid46,13.369
Boid29,Boid20,13.369
Boid30,Boid48,13.369
Boid31,Boid49,13.369
Boid32,Boid24,13.369
Boid33,Boid46,13.369
Boid34,Boid46,13.369
Boid35,Boid10,13.369
Boid36,Boid46,13.369
Boid37,Boid46,13.369
Boid38,Boid10,13.369
Boid39,Boid46,13.369
Boid40,Boid31,13.369
Boid41,Boid46,13.369
Boid42,Boid46,13.369
Boid43,Boid10,13.369
Boid44,Boid46,13.369
Boid45,Boid46,13.369
Boid46,Boid48,13.369
Boid47,Boid32,13.369
Boid48,Boid46,13.369
Boid49,Boid46,13.369
Boid0,Boid46,13.390
Boid1,Boid48,13.390
Boid2,Boid48,13.390
Boid3,Boid8,13.390
Boid4,Boid11,13.390
Boid5,Boid8,13.390
Boid6,Boid10,13.390
Boid7,Boid8,13.390
Boid8,Boid10,13.390
Boid9,Boid24,13.390
Boid10,Boid46,13.390
Boid11,Boid31,13.390
Boid12,Boid46,13.390
Boid13,Boid46,13.390
Boid14,Boid8,13.390
Boid15,Boid46,13.390
Boid16,Boid8,13.390
Boid17,Boid32,13.390
Boid18,Boid13,13.390
Boid19,Boid10,13.390
Boid20,Boid46,13.390
Boid21,Boid24,13.390
Boid22,Boid34,13.390
Boid23,Boid46,13.390
Boid24,Boid32,13.390
Boid25,Boid48,13.390
Boid26,Boid46,13.390
Boid27,Boid46,13.390
Boid28,Boid46,13.390
Boid29,Boid10,13.390
Boid30,Boid48,13.390
Boid31,Boid23,13.390
Boid32,Boid24,13.390
Boid33,Boid46,13.390
Boid34,Boid46,13.390
Boid35,Boid10,13.390
Boid36,Boid46,13.390
Boid37,Boid46,13.390
Boid38,Boid10,13.390
Boid39,Boid46,13.390
Boid40,Boid23,13.390
Boid41,Boid46,13.390
Boid42,Boid46,13.390
Boid43,Boid10,13.390
Boid44,Boid46,13.390
Boid45,Boid46,13.390
Boid46,Boid48,13.390
Boid47,Boid32,13.390
Boid48,Boid46,13.390
Boid49,Boid46,13.390
Boid0,Boid46,13.408
Boid1,Boid48,13.408
Boid2,Boid48,13.408
Boid3,Boid8,13.408
Boid4,Boid17,13.408
Boid5,Boid8,13.408
Boid6,Boid10,13.408
Boid7,Boid8,13.408
Boid8,Boid10,13.408
Boid9,Boid24,13.408
Boid10,Boid46,13.408
Boid11,Boid31,13.408
Boid12,Boid46,13.408
Boid13,Boid46,13.408
Boid14,Boid8,13.408
Boid15,Boid46,13.408
Boid16,Boid18,13.408
Boid17,Boid32,13.408
Boid18,Boid13,13.408
Boid19,Boid10,13.408
Boid20,Boid46,13.408
Boid21,Boid24,13.408
Boid22,Boid49,13.408
Boid23,Boid46,13.408
Boid24,Boid32,13.408
Boid25,Boid48,13.408
Boid26,Boid46,13.408
Boid27,Boid46,13.408
Boid28,Boid46,13.408
Boid29,Boid10,13.408
Boid30,Boid48,13.408
Boid31,Boid49,13.408
Boid32,Boid24,13.408
Boid33,Boid46,13.408
Boid34,Boid46,13.408
Boid35,Boid10,13.408
Boid36,Boid46,13.408
Boid37,Boid46,13.408
Boid38,Boid10,13.408
Boid39,Boid46,13.408
Boid40,Boid31,13.408
Boid41,Boid46,13.408
Boid42,Boid46,13.408
Boid43,Boid10,13.408
Boid44,Boid46,13.408
Boid45,Boid46,13.408
Boid46,Boid48,13.408
Boid47,Boid32,13.408
Boid48,Boid46,13.408
Boid49,Boid46,13.408
Boid0,Boid46,13.427
Boid1,Boid48,13.427
Boid2,Boid48,13.427
Boid3,Boid8,13.427
Boid4,Boid11,13.427
Boid5,Boid8,13.427
Boid6,Boid27,13.427
Boid7,Boid8,13.427
Boid8,Boid27,13.427
Boid9,Boid24,13.427
Boid10,Boid46,13.427
Boid11,Boid31,13.427
Boid12,Boid46,13.427
Boid13,Boid46,13.427
Boid14,Boid8,13.427
Boid15,Boid46,13.427
Boid16,Boid18,13.427
Boid17,Boid32,13.427
Boid18,Boid13,13.427
Boid19,Boid27,13.427
Boid20,Boid46,13.427
Boid21,Boid24,13.427
Boid22,Boid34,13.427
Boid23,Boid46,13.427
Boid24,Boid32,13.427
Boid25,Boid48,13.427
Boid26,Boid46,13.427
Boid27,Boid46,13.427
Boid28,Boid46,13.427
Boid29,Boid13,13.427
Boid30,Boid48,13.427
Boid31,Boid23,13.427
Boid32,Boid24,13.427
Boid33,Boid46,13.427
Boid34,Boid46,13.427
Boid35,Boid10,13.427
Boid36,Boid46,13.427
Boid37,Boid46,13.427
Boid38,Boid10,13.427
Boid39,Boid46,13.427
Boid40,Boid23,13.427
Boid41,Boid46,13.427
Boid42,Boid46,13.427
Boid43,Boid10,13.427
Boid44,Boid46,13.427
Boid45,Boid46,13.427
Boid46,Boid48,13.427
Boid47,Boid32,13.427
Boid48,Boid46,13.427
Boid49,Boid46,13.427
Boid0,Boid46,13.447
Boid1,Boid48,13.447
Boid2,Boid48,13.447
Boid3,Boid8,13.447
Boid4,Boid11,13.447
Boid5,Boid8,13.447
Boid6,Boid8,13.447
Boid7,Boid8,13.447
Boid8,Boid18,13.447
Boid9,Boid24,13.447
Boid10,Boid46,13.447
Boid11,Boid31,13.447
Boid12,Boid46,13.447
Boid13,Boid46,13.447
Boid14,Boid8,13.447
Boid15,Boid46,13.447
Boid16,Boid18,13.447
Boid17,Boid32,13.447
Boid18,Boid8,13.447
Boid19,Boid8,13.447
Boid20,Boid46,13.447
Boid21,Boid24,13.447
Boid22,Boid49,13.447
Boid23,Boid46,13.447
Boid24,Boid32,13.447
Boid25,Boid48,13.447
Boid26,Boid46,13.447
Boid27,Boid46,13.447
Boid28,Boid46,13.447
Boid29,Boid18,13.447
Boid30,Boid48,13.447
Boid31,Boid49,13.447
Boid32,Boid24,13.447
Boid33,Boid46,13.447
Boid34,Boid46,13.447
Boid35,Boid8,13.447
Boid36,Boid46,13.447
Boid37,Boid46,13.447
Boid38,Boid10,13.447
Boid39,Boid46,13.447
Boid40,Boid31,13.447
Boid41,Boid46,13.447
Boid42,Boid46,13.447
Boid43,Boid10,13.447
Boid44,Boid46,13.447
Boid45,Boid46,13.447
Boid46,Boid48,13.447
Boid47,Boid32,13.447
Boid48,Boid46,13.447
Boid49,Boid46,13.447
Boid0,Boid46,13.474
Boid1,Boid48,13.474
Boid2,Boid48,13.474
Boid3,Boid8,13.474
Boid4,Boid11,13.474
Boid5,Boid8,13.474
Boid6,Boid27,13.474
Boid7,Boid8,13.474
Boid8,Boid29,13.474
Boid9,Boid24,13.474
Boid10,Boid46,13.474
Boid11,Boid31,13.474
Boid12,Boid46,13.474
Boid13,Boid46,13.474
Boid14,Boid29,13.474
Boid15,Boid46,13.474
Boid16,Boid29,13.474
Boid17,Boid32,13.474
Boid18,Boid29,13.474
Boid19,Boid29,13.474
Boid20,Boid46,13.474
Boid21,Boid24,13.474
Boid22,Boid34,13.474
Boid23,Boid46,13.474
Boid24,Boid32,13.474
Boid25,Boid48,13.474
Boid26,Boid46,13.474
Boid27,Boid46,13.474
Boid28,Boid46,13.474
Boid29,Boid20,13.474
Boid30,Boid48,13.474
Boid31,Boid23,13.474
Boid32,Boid24,13.474
Boid33,Boid46,13.474
Boid34,Boid46,13.474
Boid35,Boid8,13.474
Boid36,Boid46,13.474
Boid37,Boid46,13.474
Boid38,Boid10,13.474
Boid39,Boid46,13.474
Boid40,Boid23,13.474
Boid41,Boid46,13.474
Boid42,Boid46,13.474
Boid43,Boid10,13.474
Boid44,Boid46,13.474
Boid45,Boid46,13.474
Boid46,Boid48,13.474
Boid47,Boid32,13.474
Boid48,Boid46,13.474
Boid49,Boid46,13.474
Boid0,Boid46,13.493
Boid1,Boid48,13.493
Boid2,Boid48,13.493
Boid3,Boid7,13.493
Boid4,Boid11,13.493
Boid5,Boid8,13.493
Boid6,Boid10,13.493
Boid7,Boid8,13.493
Boid8,Boid10,13.493
Boid9,Boid24,13.493
Boid10,Boid46,13.493
Boid11,Boid31,13.493
Boid12,Boid46,13.493
Boid13,Boid46,13.493
Boid14,Boid29,13.493
Boid15,Boid46,13.493
Boid16,Boid18,13.493
Boid17,Boid32,13.493
Boid18,Boid13,13.493
Boid19,Boid10,13.493
Boid20,Boid46,13.493
Boid21,Boid24,13.493
Boid22,Boid49,13.493
Boid23,Boid46,13.493
Boid24,Boid32,13.493
Boid25,Boid48,13.493
Boid26,Boid46,13.493
Boid27,Boid46,13.493
Boid28,Boid46,13.493
Boid29,Boid13,13.493
Boid30,Boid48,13.493
Boid31,Boid49,13.493
Boid32,Boid24,13.493
Boid33,Boid46,13.493
Boid34,Boid46,13.493
Boid35,Boid10,13.493
Boid36,Boid46,13.493
Boid37,Boid36,13.493
Boid38,Boid10,13.493
Boid39,Boid46,13.493
Boid40,Boid31,13.493
Boid41,Boid46,13.493
Boid42,Boid46,13.493
Boid43,Boid10,13.493
Boid44,Boid46,13.493
Boid45,Boid46,13.493
Boid46,Boid48,13.493
Boid47,Boid32,13.493
Boid48,Boid46,13.493
Boid49,Boid46,13.493
Boid0,Boid46,13.516
Boid1,Boid48,13.516
Boid2,Boid48,13.516
Boid3,Boid14,13.516
Boid4,Boid11,13.516
Boid5,Boid8,13.516
Boid6,Boid10,13.516
Boid7,Boid8,13.516
Boid8,Boid10,13.516
Boid9,Boid24,13.516
Boid10,Boid46,13.516
Boid11,Boid31,13.516
Boid12,Boid46,13.516
Boid13,Boid46,13.516
Boid14,Boid8,13.516
Boid15,Boid46,13.516
Boid16,Boid8,13.516
Boid17,Boid32,13.516
Boid18,Boid13,13.516
Boid19,Boid10,13.516
Boid20,Boid46,13.516
Boid21,Boid24,13.516
Boid22,Boid34,13.516
Boid23,Boid46,13.516
Boid24,Boid32,13.516
Boid25,Boid48,13.516
Boid26,Boid46,13.516
Boid27,Boid46,13.516
Boid28,Boid46,13.516
Boid29,Boid13,13.516
Boid30,Boid48,13.516
Boid31,Boid23,13.516
Boid32,Boid24,13.516
Boid33,Boid46,13.516
Boid34,Boid46,13.516
Boid35,Boid10,13.516
Boid36,Boid46,13.516
Boid37,Boid36,13.516
Boid38,Boid10,13.516
Boid39,Boid46,13.516
Boid40,Boid23,13.516
Boid41,Boid46,13.516
Boid42,Boid46,13.516
Boid43,Boid48,13.516
Boid44,Boid46,13.516
Boid45,Boid46,13.516
Boid46,Boid48,13.516
Boid47,Boid32,13.516
Boid48,Boid46,13.516
Boid49,Boid46,13.516
Boid0,Boid46,13.533
Boid1,Boid48,13.533
Boid2,Boid48,13.533
Boid3,Boid7,13.533
Boid4,Boid11,13.533
Boid5,Boid8,13.533
Boid6,Boid10,13.533
Boid7,Boid8,13.533
Boid8,Boid10,13.533
Boid9,Boid24,13.533
Boid10,Boid46,13.533
Boid11,Boid31,13.533
Boid12,Boid46,13.533
Boid13,Boid46,13.533
Boid14,Boid8,13.533
Boid15,Boid46,13.533
Boid16,Boid18,13.533
Boid17,Boid32,13.533
Boid18,Boid13,13.533
Boid19,Boid10,13.533
Boid20,Boid46,13.533
Boid21,Boid24,13.533
Boid22,Boid49,13.533
Boid23,Boid46,13.533
Boid24,Boid32,13.533
Boid25,Boid48,13.533
Boid26,Boid46,13.533
Boid27,Boid46,13.533
Boid28,Boid46,13.533
Boid29,Boid13,13.533
Boid30,Boid48,13.533
Boid31,Boid49,13.533
Boid32,Boid24,13.533
Boid33,Boid46,13.533
Boid34,Boid46,13.533
Boid35,Boid10,13.533
Boid36,Boid46,13.533
Boid37,Boid36,13.533
Boid38,Boid10,13.533
Boid39,Boid46,13.533
Boid40,Boid31,13.533
Boid41,Boid46,13.533
Boid42,Boid46,13.533
Boid43,Boid48,13.533
Boid44,Boid46,13.533
Boid45,Boid46,13.533
Boid46,Boid48,13.533
Boid47,Boid32,13.533
Boid48,Boid46,13.533
Boid49,Boid46,13.533
Boid0,Boid46,13.553
Boid1,Boid48,13.553
Boid2,Boid48,13.553
Boid3,Boid14,13.553
Boid4,Boid11,13.553
Boid5,Boid8,13.553
Boid6,Boid10,13.553
Boid7,Boid8,13.553
Boid8,Boid10,13.553
Boid9,Boid24,13.553
Boid10,Boid46,13.553
Boid11,Boid31,13.553
Boid12,Boid46,13.553
Boid13,Boid46,13.553
Boid14,Boid8,13.553
Boid15,Boid46,13.553
Boid16,Boid18,13.553
Boid17,Boid4,13.553
Boid18,Boid13,13.553
Boid19,Boid10,13.553
Boid20,Boid46,13.553
Boid21,Boid24,13.553
Boid22,Boid34,13.553
Boid23,Boid46,13.553
Boid24,Boid38,13.553
Boid25,Boid48,13.553
Boid26,Boid46,13.553
Boid27,Boid46,13.553
Boid28,Boid46,13.553
Boid29,Boid13,13.553
Boid30,Boid48,13.553
Boid31,Boid23,13.553
Boid32,Boid24,13.553
Boid33,Boid46,13.553
Boid34,Boid46,13.553
Boid35,Boid10,13.553
Boid36,Boid46,13.553
Boid37,Boid36,13.553
Boid38,Boid10,13.553
Boid39,Boid46,13.553
Boid40,Boid23,13.553
Boid41,Boid46,13.553
Boid42,Boid46,13.553
Boid43,Boid48,13.553
Boid44,Boid46,13.553
Boid45,Boid46,13.553
Boid46,Boid48,13.553
Boid47,Boid2,13.553
Boid48,Boid46,13.553
Boid49,Boid46,13.553
Boid0,Boid23,13.572
Boid1,Boid10,13.572
Boid2,Boid10,13.572
Boid3,Boid16,13.572
Boid4,Boid47,13.572
Boid5,Boid8,13.572
Boid6,Boid10,13.572
Boid7,Boid8,13.572
Boid8,Boid10,13.572
Boid9,Boid32,13.572
Boid10,Boid46,13.572
Boid11,Boid4,13.572
Boid12,Boid23,13.572
Boid13,Boid36,13.572
Boid14,Boid8,13.572
Boid15,Boid23,13.572
Boid16,Boid18,13.572
Boid17,Boid32,13.572
Boid18,Boid13,13.572
Boid19,Boid10,13.572
Boid20,Boid36,13.572
Boid21,Boid24,13.572
Boid22,Boid32,13.572
Boid23,Boid15,13.572
Boid24,Boid32,13.572
Boid25,Boid23,13.572
Boid26,Boid46,13.572
Boid27,Boid23,13.572
Boid28,Boid46,13.572
Boid29,Boid13,13.572
Boid30,Boid10,13.572
Boid31,Boid23,13.572
Boid32,Boid24,13.572
Boid33,Boid46,13.572
Boid34,Boid23,13.572
Boid35,Boid10,13.572
Boid36,Boid23,13.572
Boid37,Boid36,13.572
Boid38,Boid10,13.572
Boid39,Boid23,13.572
Boid40,Boid23,13.572
Boid41,Boid23,13.572
Boid42,Boid23,13.572
Boid43,Boid10,13.572
Boid44,Boid46,13.572
Boid45,Boid15,13.572
Boid46,Boid23,13.572
Boid47,Boid32,13.572
Boid48,Boid23,13.572
Boid49,Boid23,13.572
Boid0,Boid23,13.591
Boid1,Boid27,13.591
Boid2,Boid27,13.591
Boid3,Boid7,13.591
Boid4,Boid17,13.591
Boid5,Boid26,13.591
Boid6,Boid27,13.591
Boid7,Boid14,13.591
Boid8,Boid13,13.591
Boid9,Boid24,13.591
Boid10,Boid27,13.591
Boid11,Boid31,13.591
Boid12,Boid15,13.591
Boid13,Boid36,13.591
Boid14,Boid26,13.591
Boid15,Boid36,13.591
Boid16,Boid26,13.591
Boid17,Boid43,13.591
Boid18,Boid13,13.591
Boid19,Boid13,13.591
Boid20,Boid36,13.591
Boid21,Boid24,13.591
Boid22,Boid17,13.591
Boid23,Boid36,13.591
Boid24,Boid35,13.591
Boid25,Boid23,13.591
Boid26,Boid27,13.591
Boid27,Boid36,13.591
Boid28,Boid27,13.591
Boid29,Boid13,13.591
Boid30,Boid27,13.591
Boid31,Boid15,13.591
Boid32,Boid17,13.591
Boid33,Boid27,13.591
Boid34,Boid36,13.591
Boid35,Boid26,13.591
Boid36,Boid15,13.591
Boid37,Boid36,13.591
Boid38,Boid24,13.591
Boid39,Boid36,13.591
Boid40,Boid23,13.591
Boid41,Boid15,13.591
Boid42,Boid36,13.591
Boid43,Boid27,13.591
Boid44,Boid27,13.591
Boid45,Boid36,13.591
Boid46,Boid36,13.591
Boid47,Boid17,13.591
Boid48,Boid36,13.591
Boid49,Boid15,13.591
Boid0,Boid20,13.611
Boid1,Boid32,13.611
Boid2,Boid32,13.611
Boid3,Boid14,13.611
Boid4,Boid17,13.611
Boid5,Boid24,13.611
Boid6,Boid24,13.611
Boid7,Boid14,13.611
Boid8,Boid18,13.611
Boid9,Boid24,13.611
Boid10,Boid20,13.611
Boid11,Boid4,13.611
Boid12,Boid15,13.611
Boid13,Boid18,13.611
Boid14,Boid7,13.611
Boid15,Boid45,13.611
Boid16,Boid18,13.611
Boid17,Boid32,13.611
Boid18,Boid20,13.611
Boid19,Boid14,13.611
Boid20,Boid18,13.611
Boid21,Boid24,13.611
Boid22,Boid32,13.611
Boid23,Boid15,13.611
Boid24,Boid32,13.611
Boid25,Boid1,13.611
Boid26,Boid18,13.611
Boid27,Boid20,13.611
Boid28,Boid20,13.611
Boid29,Boid18,13.611
Boid30,Boid1,13.611
Boid31,Boid15,13.611
Boid32,Boid24,13.611
Boid33,Boid18,13.611
Boid34,Boid15,13.611
Boid35,Boid24,13.611
Boid36,Boid20,13.611
Boid37,Boid18,13.611
Boid38,Boid24,13.611
Boid39,Boid20,13.611
Boid40,Boid4,13.611
Boid41,Boid15,13.611
Boid42,Boid15,13.611
Boid43,Boid32,13.611
Boid44,Boid20,13.611
Boid45,Boid20,13.611
Boid46,Boid20,13.611
Boid47,Boid32,13.611
Boid48,Boid20,13.611
Boid49,Boid15,13.611
Boid0,Boid13,13.632
Boid1,Boid30,13.632
Boid2,Boid13,13.632
Boid3,Boid16,13.632
Boid4,Boid17,13.632
Boid5,Boid30,13.632
Boid6,Boid13,13.632
Boid7,Boid3,13.632
Boid8,Boid13,13.632
Boid9,Boid30,13.632
Boid10,Boid13,13.632
Boid11,Boid31,13.632
Boid12,Boid15,13.632
Boid13,Boid37,13.632
Boid14,Boid30,13.632
Boid15,Boid36,13.632
Boid16,Boid3,13.632
Boid17,Boid32,13.632
Boid18,Boid37,13.632
Boid19,Boid13,13.632
Boid20,Boid37,13.632
Boid21,Boid35,13.632
Boid22,Boid17,13.632
Boid23,Boid15,13.632
Boid24,Boid35,13.632
Boid25,Boid31,13.632
Boid26,Boid37,13.632
Boid27,Boid15,13.632
Boid28,Boid13,13.632
Boid29,Boid37,13.632
Boid30,Boid13,13.632
Boid31,Boid15,13.632
Boid32,Boid17,13.632
Boid33,Boid37,13.632
Boid34,Boid15,13.632
Boid35,Boid30,13.632
Boid36,Boid15,13.632
Boid37,Boid45,13.632
Boid38,Boid30,13.632
Boid39,Boid15,13.632
Boid40,Boid31,13.632
Boid41,Boid15,13.632
Boid42,Boid15,13.632
Boid43,Boid17,13.632
Boid44,Boid13,13.632
Boid45,Boid15,13.632
Boid46,Boid15,13.632
Boid47,Boid17,13.632
Boid48,Boid15,13.632
Boid49,Boid15,13.632
Boid0,Boid35,13.650
Boid1,Boid6,13.650
Boid2,Boid35,13.650
Boid3,Boid7,13.650
Boid4,Boid17,13.650
Boid5,Boid35,13.650
Boid6,Boid35,13.650
Boid7,Boid5,13.650
Boid8,Boid33,13.650
Boid9,Boid35,13.650
Boid10,Boid33,13.650
Boid11,Boid4,13.650
Boid12,Boid6,13.650
Boid13,Boid36,13.650
Boid14,Boid33,13.650
Boid15,Boid36,13.650
Boid16,Boid26,13.650
Boid17,Boid32,13.650
Boid18,Boid33,13.650
Boid19,Boid33,13.650
Boid20,Boid36,13.650
Boid21,Boid35,13.650
Boid22,Boid17,13.650
Boid23,Boid36,13.650
Boid24,Boid35,13.650
Boid25,Boid1,13.650
Boid26,Boid33,13.650
Boid27,Boid36,13.650
Boid28,Boid33,13.650
Boid29,Boid33,13.650
Boid30,Boid33,13.650
Boid31,Boid15,13.650
Boid32,Boid35,13.650
Boid33,Boid45,13.650
Boid34,Boid36,13.650
Boid35,Boid6,13.650
Boid36,Boid45,13.650
Boid37,Boid45,13.650
Boid38,Boid35,13.650
Boid39,Boid36,13.650
Boid40,Boid23,13.650
Boid41,Boid15,13.650
Boid42,Boid36,13.650
Boid43,Boid35,13.650
Boid44,Boid33,13.650
Boid45,Boid36,13.650
Boid46,Boid36,13.650
Boid47,Boid17,13.650
Boid48,Boid36,13.650
Boid49,Boid15,13.650
Boid0,Boid10,13.670
Boid1,Boid10,13.670
Boid2,Boid10,13.670
Boid3,Boid14,13.670
Boid4,Boid17,13.670
Boid5,Boid14,13.670
Boid6,Boid10,13.670
Boid7,Boid14,13.670
Boid8,Boid10,13.670
Boid9,Boid14,13.670
Boid10,Boid13,13.670
Boid11,Boid22,13.670
Boid12,Boid10,13.670
Boid13,Boid10,13.670
Boid14,Boid5,13.670
Boid15,Boid36,13.670
Boid16,Boid14,13.670
Boid17,Boid32,13.670
Boid18,Boid13,13.670
Boid19,Boid10,13.670
Boid20,Boid10,13.670
Boid21,Boid14,13.670
Boid22,Boid17,13.670
Boid23,Boid15,13.670
Boid24,Boid5,13.670
Boid25,Boid34,13.670
Boid26,Boid10,13.670
Boid27,Boid10,13.670
Boid28,Boid10,13.670
Boid29,Boid13,13.670
Boid30,Boid10,13.670
Boid31,Boid15,13.670
Boid32,Boid17,13.670
Boid33,Boid10,13.670
Boid34,Boid15,13.670
Boid35,Boid10,13.670
Boid36,Boid13,13.670
Boid37,Boid13,13.670
Boid38,Boid10,13.670
Boid39,Boid10,13.670
Boid40,Boid34,13.670
Boid41,Boid10,13.670
Boid42,Boid15,13.670
Boid43,Boid10,13.670
Boid44,Boid10,13.670
Boid45,Boid13,13.670
Boid46,Boid10,13.670
Boid47,Boid17,13.670
Boid48,Boid10,13.670
Boid49,Boid15,13.670
Boid0,Boid10,13.689
Boid1,Boid10,13.689
Boid2,Boid10,13.689
Boid3,Boid16,13.689
Boid4,Boid17,13.689
Boid5,Boid16,13.689
Boid6,Boid10,13.689
Boid7,Boid16,13.689
Boid8,Boid16,13.689
Boid9,Boid6,13.689
Boid10,Boid8,13.689
Boid11,Boid41,13.689
Boid12,Boid10,13.689
Boid13,Boid8,13.689
Boid14,Boid16,13.689
Boid15,Boid36,13.689
Boid16,Boid8,13.689
Boid17,Boid32,13.689
Boid18,Boid16,13.689
Boid19,Boid16,13.689
Boid20,Boid8,13.689
Boid21,Boid19,13.689
Boid22,Boid32,13.689
Boid23,Boid15,13.689
Boid24,Boid6,13.689
Boid25,Boid0,13.689
Boid26,Boid8,13.689
