boid-i, boid-j, timeElapsed
Boid32,Boid17,23.560
Boid33,Boid10,23.560
Boid34,Boid0,23.560
Boid35,Boid6,23.560
Boid36,Boid39,23.560
Boid37,Boid18,23.560
Boid38,Boid6,23.560
Boid39,Boid10,23.560
Boid40,Boid34,23.560
Boid41,Boid6,23.560
Boid42,Boid36,23.560
Boid43,Boid6,23.560
Boid44,Boid6,23.560
Boid45,Boid36,23.560
Boid46,Boid0,23.560
Boid47,Boid6,23.560
Boid48,Boid30,23.560
Boid49,Boid10,23.560
Boid0,Boid14,23.579
Boid1,Boid47,23.579
Boid2,Boid47,23.579
Boid3,Boid7,23.579
Boid4,Boid17,23.579
Boid5,Boid7,23.579
Boid6,Boid14,23.579
Boid7,Boid3,23.579
Boid8,Boid18,23.579
Boid9,Boid32,23.579
Boid10,Boid29,23.579
Boid11,Boid4,23.579
Boid12,Boid22,23.579
Boid13,Boid29,23.579
Boid14,Boid3,23.579
Boid15,Boid23,23.579
Boid16,Boid18,23.579
Boid17,Boid32,23.579
Boid18,Boid29,23.579
Boid19,Boid29,23.579
Boid20,Boid23,23.579
Boid21,Boid7,23.579
Boid22,Boid47,23.579
Boid23,Boid42,23.579
Boid24,Boid32,23.579
Boid25,Boid4,23.579
Boid26,Boid29,23.579
Boid27,Boid23,23.579
Boid28,Boid29,23.579
Boid29,Boid18,23.579
Boid30,Boid7,23.579
Boid31,Boid23,23.579
Boid32,Boid17,23.579
Boid33,Boid18,23.579
Boid34,Boid23,23.579
Boid35,Boid7,23.579
Boid36,Boid23,23.579
Boid37,Boid18,23.579
Boid38,Boid32,23.579
Boid39,Boid23,23.579
Boid40,Boid23,23.579
Boid41,Boid23,23.579
Boid42,Boid23,23.579
Boid43,Boid32,23.579
Boid44,Boid14,23.579
Boid45,Boid36,23.579
Boid46,Boid23,23.579
Boid47,Boid17,23.579
Boid48,Boid23,23.579
Boid49,Boid23,23.579
Boid0,Boid28,23.597
Boid1,Boid0,23.597
Boid2,Boid28,23.597
Boid3,Boid19,23.597
Boid4,Boid11,23.597
Boid5,Boid6,23.597
Boid6,Boid28,23.597
Boid7,Boid5,23.597
Boid8,Boid28,23.597
Boid9,Boid32,23.597
Boid10,Boid28,23.597
Boid11,Boid40,23.597
Boid12,Boid28,23.597
Boid13,Boid28,23.597
Boid14,Boid28,23.597
Boid15,Boid23,23.597
Boid16,Boid28,23.597
Boid17,Boid4,23.597
Boid18,Boid8,23.597
Boid19,Boid28,23.597
Boid20,Boid26,23.597
Boid21,Boid5,23.597
Boid22,Boid11,23.597
Boid23,Boid27,23.597
Boid24,Boid32,23.597
Boid25,Boid34,23.597
Boid26,Boid28,23.597
Boid27,Boid28,23.597
Boid28,Boid26,23.597
Boid29,Boid28,23.597
Boid30,Boid28,23.597
Boid31,Boid40,23.597
Boid32,Boid47,23.597
Boid33,Boid28,23.597
Boid34,Boid28,23.597
Boid35,Boid0,23.597
Boid36,Boid27,23.597
Boid37,Boid26,23.597
Boid38,Boid47,23.597
Boid39,Boid26,23.597
Boid40,Boid34,23.597
Boid41,Boid27,23.597
Boid42,Boid27,23.597
Boid43,Boid0,23.597
Boid44,Boid28,23.597
Boid45,Boid36,23.597
Boid46,Boid28,23.597
Boid47,Boid4,23.597
Boid48,Boid28,23.597
Boid49,Boid27,23.597
Boid0,Boid35,23.618
Boid1,Boid35,23.618
Boid2,Boid35,23.618
Boid3,Boid7,23.618
Boid4,Boid47,23.618
Boid5,Boid21,23.618
Boid6,Boid35,23.618
Boid7,Boid21,23.618
Boid8,Boid18,23.618
Boid9,Boid21,23.618
Boid10,Boid8,23.618
Boid11,Boid4,23.618
Boid12,Boid0,23.618
Boid13,Boid8,23.618
Boid14,Boid35,23.618
Boid15,Boid39,23.618
Boid16,Boid3,23.618
Boid17,Boid4,23.618
Boid18,Boid8,23.618
Boid19,Boid35,23.618
Boid20,Boid10,23.618
Boid21,Boid35,23.618
Boid22,Boid4,23.618
Boid23,Boid10,23.618
Boid24,Boid9,23.618
Boid25,Boid4,23.618
Boid26,Boid8,23.618
Boid27,Boid8,23.618
Boid28,Boid8,23.618
Boid29,Boid18,23.618
Boid30,Boid35,23.618
Boid31,Boid42,23.618
Boid32,Boid9,23.618
Boid33,Boid18,23.618
Boid34,Boid0,23.618
Boid35,Boid21,23.618
Boid36,Boid27,23.618
Boid37,Boid18,23.618
Boid38,Boid21,23.618
Boid39,Boid10,23.618
Boid40,Boid46,23.618
Boid41,Boid0,23.618
Boid42,Boid27,23.618
Boid43,Boid35,23.618
Boid44,Boid35,23.618
Boid45,Boid39,23.618
Boid46,Boid10,23.618
Boid47,Boid35,23.618
Boid48,Boid8,23.618
Boid49,Boid10,23.618
Boid0,Boid8,23.637
Boid1,Boid22,23.637
Boid2,Boid22,23.637
Boid3,Boid7,23.637
Boid4,Boid17,23.637
Boid5,Boid9,23.637
Boid6,Boid47,23.637
Boid7,Boid3,23.637
Boid8,Boid18,23.637
Boid9,Boid21,23.637
Boid10,Boid29,23.637
Boid11,Boid4,23.637
Boid12,Boid22,23.637
Boid13,Boid29,23.637
Boid14,Boid7,23.637
Boid15,Boid23,23.637
Boid16,Boid7,23.637
Boid17,Boid4,23.637
Boid18,Boid29,23.637
Boid19,Boid7,23.637
Boid20,Boid23,23.637
Boid21,Boid9,23.637
Boid22,Boid4,23.637
Boid23,Boid31,23.637
Boid24,Boid9,23.637
Boid25,Boid4,23.637
Boid26,Boid29,23.637
Boid27,Boid8,23.637
Boid28,Boid29,23.637
Boid29,Boid18,23.637
Boid30,Boid7,23.637
Boid31,Boid23,23.637
Boid32,Boid17,23.637
Boid33,Boid18,23.637
Boid34,Boid2,23.637
Boid35,Boid47,23.637
Boid36,Boid23,23.637
Boid37,Boid18,23.637
Boid38,Boid47,23.637
Boid39,Boid23,23.637
Boid40,Boid23,23.637
Boid41,Boid22,23.637
Boid42,Boid23,23.637
Boid43,Boid22,23.637
Boid44,Boid8,23.637
Boid45,Boid36,23.637
Boid46,Boid23,23.637
Boid47,Boid4,23.637
Boid48,Boid8,23.637
Boid49,Boid23,23.637
Boid0,Boid14,23.659
Boid1,Boid4,23.659
Boid2,Boid22,23.659
Boid3,Boid7,23.659
Boid4,Boid17,23.659
Boid5,Boid7,23.659
Boid6,Boid47,23.659
Boid7,Boid3,23.659
Boid8,Boid14,23.659
Boid9,Boid21,23.659
Boid10,Boid8,23.659
Boid11,Boid4,23.659
Boid12,Boid22,23.659
Boid13,Boid8,23.659
Boid14,Boid7,23.659
Boid15,Boid23,23.659
Boid16,Boid7,23.659
Boid17,Boid4,23.659
Boid18,Boid8,23.659
Boid19,Boid7,23.659
Boid20,Boid23,23.659
Boid21,Boid7,23.659
Boid22,Boid4,23.659
Boid23,Boid31,23.659
Boid24,Boid32,23.659
Boid25,Boid4,23.659
Boid26,Boid8,23.659
Boid27,Boid8,23.659
Boid28,Boid14,23.659
Boid29,Boid8,23.659
Boid30,Boid7,23.659
Boid31,Boid23,23.659
Boid32,Boid17,23.659
Boid33,Boid8,23.659
Boid34,Boid1,23.659
Boid35,Boid47,23.659
Boid36,Boid15,23.659
Boid37,Boid18,23.659
Boid38,Boid47,23.659
Boid39,Boid15,23.659
Boid40,Boid31,23.659
Boid41,Boid22,23.659
Boid42,Boid31,23.659
Boid43,Boid22,23.659
Boid44,Boid14,23.659
Boid45,Boid37,23.659
Boid46,Boid23,23.659
Boid47,Boid17,23.659
Boid48,Boid8,23.659
Boid49,Boid31,23.659
Boid0,Boid14,23.675
Boid1,Boid4,23.675
Boid2,Boid19,23.675
Boid3,Boid7,23.675
Boid4,Boid1,23.675
Boid5,Boid7,23.675
Boid6,Boid14,23.675
Boid7,Boid3,23.675
Boid8,Boid14,23.675
Boid9,Boid32,23.675
Boid10,Boid19,23.675
Boid11,Boid4,23.675
Boid12,Boid1,23.675
Boid13,Boid8,23.675
Boid14,Boid7,23.675
Boid15,Boid36,23.675
Boid16,Boid7,23.675
Boid17,Boid32,23.675
Boid18,Boid8,23.675
Boid19,Boid7,23.675
Boid20,Boid10,23.675
Boid21,Boid7,23.675
Boid22,Boid1,23.675
Boid23,Boid41,23.675
Boid24,Boid32,23.675
Boid25,Boid1,23.675
Boid26,Boid19,23.675
Boid27,Boid8,23.675
Boid28,Boid14,23.675
Boid29,Boid19,23.675
Boid30,Boid7,23.675
Boid31,Boid40,23.675
Boid32,Boid24,23.675
Boid33,Boid8,23.675
Boid34,Boid1,23.675
Boid35,Boid7,23.675
Boid36,Boid20,23.675
Boid37,Boid18,23.675
Boid38,Boid1,23.675
Boid39,Boid49,23.675
Boid40,Boid25,23.675
Boid41,Boid1,23.675
Boid42,Boid31,23.675
Boid43,Boid1,23.675
Boid44,Boid14,23.675
Boid45,Boid37,23.675
Boid46,Boid41,23.675
Boid47,Boid1,23.675
Boid48,Boid19,23.675
Boid49,Boid25,23.675
Boid0,Boid14,23.695
Boid1,Boid2,23.695
Boid2,Boid35,23.695
Boid3,Boid14,23.695
Boid4,Boid1,23.695
Boid5,Boid14,23.695
Boid6,Boid14,23.695
Boid7,Boid14,23.695
Boid8,Boid14,23.695
Boid9,Boid24,23.695
Boid10,Boid2,23.695
Boid11,Boid4,23.695
Boid12,Boid2,23.695
Boid13,Boid29,23.695
Boid14,Boid35,23.695
Boid15,Boid23,23.695
Boid16,Boid14,23.695
Boid17,Boid32,23.695
Boid18,Boid16,23.695
Boid19,Boid14,23.695
Boid20,Boid10,23.695
Boid21,Boid35,23.695
Boid22,Boid2,23.695
Boid23,Boid40,23.695
Boid24,Boid32,23.695
Boid25,Boid2,23.695
Boid26,Boid16,23.695
Boid27,Boid8,23.695
Boid28,Boid14,23.695
Boid29,Boid16,23.695
Boid30,Boid14,23.695
Boid31,Boid40,23.695
Boid32,Boid24,23.695
Boid33,Boid16,23.695
Boid34,Boid2,23.695
Boid35,Boid14,23.695
Boid36,Boid13,23.695
Boid37,Boid18,23.695
Boid38,Boid24,23.695
Boid39,Boid34,23.695
Boid40,Boid11,23.695
Boid41,Boid2,23.695
Boid42,Boid40,23.695
Boid43,Boid35,23.695
Boid44,Boid14,23.695
Boid45,Boid20,23.695
Boid46,Boid40,23.695
Boid47,Boid35,23.695
Boid48,Boid2,23.695
Boid49,Boid25,23.695
Boid0,Boid2,23.713
Boid1,Boid2,23.713
Boid2,Boid30,23.713
Boid3,Boid7,23.713
Boid4,Boid17,23.713
Boid5,Boid7,23.713
Boid6,Boid5,23.713
Boid7,Boid5,23.713
Boid8,Boid30,23.713
Boid9,Boid5,23.713
Boid10,Boid2,23.713
Boid11,Boid4,23.713
Boid12,Boid2,23.713
Boid13,Boid8,23.713
Boid14,Boid7,23.713
Boid15,Boid23,23.713
Boid16,Boid7,23.713
Boid17,Boid4,23.713
Boid18,Boid16,23.713
Boid19,Boid7,23.713
Boid20,Boid23,23.713
Boid21,Boid7,23.713
Boid22,Boid2,23.713
Boid23,Boid41,23.713
Boid24,Boid9,23.713
Boid25,Boid2,23.713
Boid26,Boid16,23.713
Boid27,Boid8,23.713
Boid28,Boid2,23.713
Boid29,Boid16,23.713
Boid30,Boid7,23.713
Boid31,Boid23,23.713
Boid32,Boid9,23.713
Boid33,Boid16,23.713
Boid34,Boid2,23.713
Boid35,Boid7,23.713
Boid36,Boid23,23.713
Boid37,Boid18,23.713
Boid38,Boid5,23.713
Boid39,Boid48,23.713
Boid40,Boid11,23.713
Boid41,Boid2,23.713
Boid42,Boid31,23.713
Boid43,Boid5,23.713
Boid44,Boid5,23.713
Boid45,Boid20,23.713
Boid46,Boid12,23.713
Boid47,Boid2,23.713
Boid48,Boid2,23.713
Boid49,Boid25,23.713
Boid0,Boid6,23.731
Boid1,Boid6,23.731
Boid2,Boid6,23.731
Boid3,Boid7,23.731
Boid4,Boid22,23.731
Boid5,Boid9,23.731
Boid6,Boid9,23.731
Boid7,Boid21,23.731
Boid8,Boid30,23.731
Boid9,Boid21,23.731
Boid10,Boid30,23.731
Boid11,Boid22,23.731
Boid12,Boid6,23.731
Boid13,Boid8,23.731
Boid14,Boid6,23.731
Boid15,Boid23,23.731
Boid16,Boid30,23.731
Boid17,Boid32,23.731
Boid18,Boid8,23.731
Boid19,Boid6,23.731
Boid20,Boid23,23.731
Boid21,Boid9,23.731
Boid22,Boid1,23.731
Boid23,Boid31,23.731
Boid24,Boid9,23.731
Boid25,Boid22,23.731
Boid26,Boid19,23.731
Boid27,Boid8,23.731
Boid28,Boid6,23.731
Boid29,Boid19,23.731
Boid30,Boid6,23.731
Boid31,Boid40,23.731
Boid32,Boid9,23.731
Boid33,Boid8,23.731
Boid34,Boid1,23.731
Boid35,Boid9,23.731
Boid36,Boid23,23.731
Boid37,Boid18,23.731
Boid38,Boid9,23.731
Boid39,Boid23,23.731
Boid40,Boid11,23.731
Boid41,Boid6,23.731
Boid42,Boid31,23.731
Boid43,Boid9,23.731
Boid44,Boid6,23.731
Boid45,Boid20,23.731
Boid46,Boid40,23.731
Boid47,Boid6,23.731
Boid48,Boid19,23.731
Boid49,Boid25,23.731
Boid0,Boid6,23.750
Boid1,Boid6,23.750
Boid2,Boid6,23.750
Boid3,Boid7,23.750
Boid4,Boid1,23.750
Boid5,Boid9,23.750
Boid6,Boid9,23.750
Boid7,Boid21,23.750
Boid8,Boid30,23.750
Boid9,Boid21,23.750
Boid10,Boid30,23.750
Boid11,Boid4,23.750
Boid12,Boid6,23.750
Boid13,Boid8,23.750
Boid14,Boid5,23.750
Boid15,Boid36,23.750
Boid16,Boid7,23.750
Boid17,Boid47,23.750
Boid18,Boid8,23.750
Boid19,Boid5,23.750
Boid20,Boid36,23.750
Boid21,Boid9,23.750
Boid22,Boid1,23.750
Boid23,Boid31,23.750
Boid24,Boid9,23.750
Boid25,Boid1,23.750
Boid26,Boid19,23.750
Boid27,Boid8,23.750
Boid28,Boid6,23.750
Boid29,Boid19,23.750
Boid30,Boid5,23.750
Boid31,Boid40,23.750
Boid32,Boid9,23.750
Boid33,Boid8,23.750
Boid34,Boid1,23.750
Boid35,Boid9,23.750
Boid36,Boid20,23.750
Boid37,Boid18,23.750
Boid38,Boid9,23.750
Boid39,Boid48,23.750
Boid40,Boid11,23.750
Boid41,Boid1,23.750
Boid42,Boid31,23.750
Boid43,Boid9,23.750
Boid44,Boid5,23.750
Boid45,Boid36,23.750
Boid46,Boid12,23.750
Boid47,Boid6,23.750
Boid48,Boid19,23.750
Boid49,Boid25,23.750
Boid0,Boid35,23.768
Boid1,Boid30,23.768
Boid2,Boid35,23.768
Boid3,Boid7,23.768
Boid4,Boid22,23.768
Boid5,Boid7,23.768
Boid6,Boid5,23.768
Boid7,Boid5,23.768
Boid8,Boid14,23.768
Boid9,Boid5,23.768
Boid10,Boid19,23.768
Boid11,Boid4,23.768
Boid12,Boid30,23.768
Boid13,Boid8,23.768
Boid14,Boid7,23.768
Boid15,Boid36,23.768
Boid16,Boid7,23.768
Boid17,Boid32,23.768
Boid18,Boid8,23.768
Boid19,Boid7,23.768
Boid20,Boid36,23.768
Boid21,Boid7,23.768
Boid22,Boid4,23.768
Boid23,Boid31,23.768
Boid24,Boid9,23.768
Boid25,Boid4,23.768
Boid26,Boid19,23.768
Boid27,Boid8,23.768
Boid28,Boid14,23.768
Boid29,Boid19,23.768
Boid30,Boid7,23.768
Boid31,Boid40,23.768
Boid32,Boid9,23.768
Boid33,Boid8,23.768
Boid34,Boid1,23.768
Boid35,Boid7,23.768
Boid36,Boid39,23.768
Boid37,Boid18,23.768
Boid38,Boid5,23.768
Boid39,Boid48,23.768
Boid40,Boid31,23.768
Boid41,Boid22,23.768
Boid42,Boid31,23.768
Boid43,Boid5,23.768
Boid44,Boid5,23.768
Boid45,Boid36,23.768
Boid46,Boid40,23.768
Boid47,Boid35,23.768
Boid48,Boid19,23.768
Boid49,Boid31,23.768
Boid0,Boid35,23.788
Boid1,Boid30,23.788
Boid2,Boid35,23.788
Boid3,Boid14,23.788
Boid4,Boid22,23.788
Boid5,Boid9,23.788
Boid6,Boid9,23.788
Boid7,Boid21,23.788
Boid8,Boid14,23.788
Boid9,Boid21,23.788
Boid10,Boid30,23.788
Boid11,Boid22,23.788
Boid12,Boid30,23.788
Boid13,Boid29,23.788
Boid14,Boid7,23.788
Boid15,Boid42,23.788
Boid16,Boid14,23.788
Boid17,Boid32,23.788
Boid18,Boid16,23.788
Boid19,Boid14,23.788
Boid20,Boid27,23.788
Boid21,Boid9,23.788
Boid22,Boid4,23.788
Boid23,Boid31,23.788
Boid24,Boid9,23.788
Boid25,Boid22,23.788
Boid26,Boid16,23.788
Boid27,Boid8,23.788
Boid28,Boid14,23.788
Boid29,Boid16,23.788
Boid30,Boid14,23.788
Boid31,Boid40,23.788
Boid32,Boid9,23.788
Boid33,Boid18,23.788
Boid34,Boid2,23.788
Boid35,Boid9,23.788
Boid36,Boid27,23.788
Boid37,Boid18,23.788
Boid38,Boid9,23.788
Boid39,Boid49,23.788
Boid40,Boid25,23.788
Boid41,Boid22,23.788
Boid42,Boid31,23.788
Boid43,Boid9,23.788
Boid44,Boid14,23.788
Boid45,Boid36,23.788
Boid46,Boid40,23.788
Boid47,Boid35,23.788
Boid48,Boid8,23.788
Boid49,Boid25,23.788
Boid0,Boid35,23.805
Boid1,Boid30,23.805
Boid2,Boid35,23.805
Boid3,Boid7,23.805
Boid4,Boid1,23.805
Boid5,Boid9,23.805
Boid6,Boid9,23.805
Boid7,Boid21,23.805
Boid8,Boid18,23.805
Boid9,Boid21,23.805
Boid10,Boid29,23.805
Boid11,Boid4,23.805
Boid12,Boid30,23.805
Boid13,Boid29,23.805
Boid14,Boid5,23.805
Boid15,Boid42,23.805
Boid16,Boid7,23.805
Boid17,Boid32,23.805
Boid18,Boid29,23.805
Boid19,Boid5,23.805
Boid20,Boid45,23.805
Boid21,Boid9,23.805
Boid22,Boid2,23.805
Boid23,Boid15,23.805
Boid24,Boid9,23.805
Boid25,Boid2,23.805
Boid26,Boid29,23.805
Boid27,Boid8,23.805
Boid28,Boid14,23.805
Boid29,Boid18,23.805
Boid30,Boid5,23.805
Boid31,Boid42,23.805
Boid32,Boid9,23.805
Boid33,Boid18,23.805
Boid34,Boid2,23.805
Boid35,Boid9,23.805
Boid36,Boid15,23.805
Boid37,Boid18,23.805
Boid38,Boid9,23.805
Boid39,Boid15,23.805
Boid40,Boid42,23.805
Boid41,Boid2,23.805
Boid42,Boid15,23.805
Boid43,Boid9,23.805
Boid44,Boid5,23.805
Boid45,Boid20,23.805
Boid46,Boid27,23.805
Boid47,Boid35,23.805
Boid48,Boid8,23.805
Boid49,Boid27,23.805
Boid0,Boid35,23.828
Boid1,Boid30,23.828
Boid2,Boid35,23.828
Boid3,Boid7,23.828
Boid4,Boid1,23.828
Boid5,Boid7,23.828
Boid6,Boid14,23.828
Boid7,Boid3,23.828
Boid8,Boid14,23.828
Boid9,Boid5,23.828
Boid10,Boid30,23.828
Boid11,Boid4,23.828
Boid12,Boid30,23.828
Boid13,Boid8,23.828
Boid14,Boid7,23.828
Boid15,Boid23,23.828
Boid16,Boid7,23.828
Boid17,Boid32,23.828
Boid18,Boid8,23.828
Boid19,Boid7,23.828
Boid20,Boid10,23.828
Boid21,Boid7,23.828
Boid22,Boid2,23.828
Boid23,Boid27,23.828
Boid24,Boid9,23.828
Boid25,Boid2,23.828
Boid26,Boid8,23.828
Boid27,Boid8,23.828
Boid28,Boid14,23.828
Boid29,Boid8,23.828
Boid30,Boid7,23.828
Boid31,Boid23,23.828
Boid32,Boid9,23.828
Boid33,Boid8,23.828
Boid34,Boid2,23.828
Boid35,Boid7,23.828
Boid36,Boid27,23.828
Boid37,Boid18,23.828
Boid38,Boid5,23.828
Boid39,Boid10,23.828
Boid40,Boid23,23.828
Boid41,Boid2,23.828
Boid42,Boid23,23.828
Boid43,Boid5,23.828
Boid44,Boid14,23.828
Boid45,Boid36,23.828
Boid46,Boid12,23.828
Boid47,Boid35,23.828
Boid48,Boid8,23.828
Boid49,Boid12,23.828
Boid0,Boid35,23.847
Boid1,Boid30,23.847
Boid2,Boid35,23.847
Boid3,Boid7,23.847
Boid4,Boid22,23.847
Boid5,Boid9,23.847
Boid6,Boid9,23.847
Boid7,Boid21,23.847
Boid8,Boid18,23.847
Boid9,Boid21,23.847
Boid10,Boid29,23.847
Boid11,Boid4,23.847
Boid12,Boid30,23.847
Boid13,Boid29,23.847
Boid14,Boid5,23.847
Boid15,Boid39,23.847
Boid16,Boid7,23.847
Boid17,Boid4,23.847
Boid18,Boid29,23.847
Boid19,Boid5,23.847
Boid20,Boid10,23.847
Boid21,Boid9,23.847
Boid22,Boid4,23.847
Boid23,Boid48,23.847
Boid24,Boid9,23.847
Boid25,Boid4,23.847
Boid26,Boid29,23.847
Boid27,Boid8,23.847
Boid28,Boid29,23.847
Boid29,Boid18,23.847
Boid30,Boid5,23.847
Boid31,Boid40,23.847
Boid32,Boid9,23.847
Boid33,Boid18,23.847
Boid34,Boid1,23.847
Boid35,Boid9,23.847
Boid36,Boid20,23.847
Boid37,Boid18,23.847
Boid38,Boid9,23.847
Boid39,Boid10,23.847
Boid40,Boid11,23.847
Boid41,Boid22,23.847
Boid42,Boid40,23.847
Boid43,Boid9,23.847
Boid44,Boid5,23.847
Boid45,Boid20,23.847
Boid46,Boid10,23.847
Boid47,Boid35,23.847
Boid48,Boid8,23.847
Boid49,Boid10,23.847
Boid0,Boid30,23.864
Boid1,Boid30,23.864
Boid2,Boid30,23.864
Boid3,Boid7,23.864
Boid4,Boid22,23.864
Boid5,Boid7,23.864
Boid6,Boid5,23.864
Boid7,Boid3,23.864
Boid8,Boid14,23.864
Boid9,Boid5,23.864
Boid10,Boid30,23.864
Boid11,Boid4,23.864
Boid12,Boid30,23.864
Boid13,Boid29,23.864
Boid14,Boid3,23.864
Boid15,Boid23,23.864
Boid16,Boid3,23.864
Boid17,Boid32,23.864
Boid18,Boid16,23.864
Boid19,Boid5,23.864
Boid20,Boid10,23.864
Boid21,Boid5,23.864
Boid22,Boid4,23.864
Boid23,Boid48,23.864
Boid24,Boid9,23.864
Boid25,Boid4,23.864
Boid26,Boid16,23.864
Boid27,Boid8,23.864
Boid28,Boid14,23.864
Boid29,Boid16,23.864
Boid30,Boid5,23.864
Boid31,Boid40,23.864
Boid32,Boid9,23.864
Boid33,Boid18,23.864
Boid34,Boid1,23.864
Boid35,Boid5,23.864
Boid36,Boid13,23.864
Boid37,Boid18,23.864
Boid38,Boid5,23.864
Boid39,Boid10,23.864
Boid40,Boid25,23.864
Boid41,Boid22,23.864
Boid42,Boid40,23.864
Boid43,Boid5,23.864
Boid44,Boid5,23.864
Boid45,Boid20,23.864
Boid46,Boid10,23.864
Boid47,Boid35,23.864
Boid48,Boid8,23.864
Boid49,Boid10,23.864
Boid0,Boid35,23.884
Boid1,Boid30,23.884
Boid2,Boid35,23.884
Boid3,Boid7,23.884
Boid4,Boid22,23.884
Boid5,Boid7,23.884
Boid6,Boid9,23.884
Boid7,Boid35,23.884
Boid8,Boid18,23.884
Boid9,Boid35,23.884
Boid10,Boid29,23.884
Boid11,Boid22,23.884
Boid12,Boid30,23.884
Boid13,Boid29,23.884
Boid14,Boid7,23.884
Boid15,Boid23,23.884
Boid16,Boid18,23.884
Boid17,Boid4,23.884
Boid18,Boid29,23.884
Boid19,Boid7,23.884
Boid20,Boid10,23.884
Boid21,Boid7,23.884
Boid22,Boid43,23.884
Boid23,Boid48,23.884
Boid24,Boid9,23.884
Boid25,Boid22,23.884
Boid26,Boid29,23.884
Boid27,Boid8,23.884
Boid28,Boid14,23.884
Boid29,Boid18,23.884
Boid30,Boid7,23.884
Boid31,Boid40,23.884
Boid32,Boid9,23.884
Boid33,Boid18,23.884
Boid34,Boid2,23.884
Boid35,Boid7,23.884
Boid36,Boid13,23.884
Boid37,Boid18,23.884
Boid38,Boid9,23.884
Boid39,Boid10,23.884
Boid40,Boid11,23.884
Boid41,Boid22,23.884
Boid42,Boid40,23.884
Boid43,Boid9,23.884
Boid44,Boid35,23.884
Boid45,Boid20,23.884
Boid46,Boid10,23.884
Boid47,Boid35,23.884
Boid48,Boid8,23.884
Boid49,Boid10,23.884
Boid0,Boid35,23.900
Boid1,Boid30,23.900
Boid2,Boid35,23.900
Boid3,Boid7,23.900
Boid4,Boid22,23.900
Boid5,Boid7,23.900
Boid6,Boid14,23.900
Boid7,Boid3,23.900
Boid8,Boid14,23.900
Boid9,Boid21,23.900
Boid10,Boid8,23.900
Boid11,Boid22,23.900
Boid12,Boid30,23.900
Boid13,Boid8,23.900
Boid14,Boid7,23.900
Boid15,Boid23,23.900
Boid16,Boid3,23.900
Boid17,Boid4,23.900
Boid18,Boid8,23.900
Boid19,Boid7,23.900
Boid20,Boid10,23.900
Boid21,Boid7,23.900
Boid22,Boid4,23.900
Boid23,Boid48,23.900
Boid24,Boid9,23.900
Boid25,Boid22,23.900
Boid26,Boid8,23.900
Boid27,Boid8,23.900
Boid28,Boid14,23.900
Boid29,Boid8,23.900
Boid30,Boid7,23.900
Boid31,Boid40,23.900
Boid32,Boid9,23.900
Boid33,Boid8,23.900
Boid34,Boid1,23.900
Boid35,Boid7,23.900
Boid36,Boid27,23.900
Boid37,Boid18,23.900
Boid38,Boid9,23.900
Boid39,Boid10,23.900
Boid40,Boid25,23.900
Boid41,Boid22,23.900
Boid42,Boid40,23.900
Boid43,Boid9,23.900
Boid44,Boid14,23.900
Boid45,Boid37,23.900
Boid46,Boid10,23.900
Boid47,Boid35,23.900
Boid48,Boid8,23.900
Boid49,Boid10,23.900
Boid0,Boid35,23.920
Boid1,Boid30,23.920
Boid2,Boid35,23.920
Boid3,Boid7,23.920
Boid4,Boid22,23.920
Boid5,Boid9,23.920
Boid6,Boid9,23.920
Boid7,Boid21,23.920
Boid8,Boid18,23.920
Boid9,Boid21,23.920
Boid10,Boid29,23.920
Boid11,Boid22,23.920
Boid12,Boid30,23.920
Boid13,Boid29,23.920
Boid14,Boid5,23.920
Boid15,Boid23,23.920
Boid16,Boid18,23.920
Boid17,Boid32,23.920
Boid18,Boid29,23.920
Boid19,Boid5,23.920
Boid20,Boid10,23.920
Boid21,Boid9,23.920
Boid22,Boid2,23.920
Boid23,Boid48,23.920
Boid24,Boid9,23.920
Boid25,Boid22,23.920
Boid26,Boid29,23.920
Boid27,Boid8,23.920
Boid28,Boid29,23.920
Boid29,Boid18,23.920
Boid30,Boid5,23.920
Boid31,Boid40,23.920
Boid32,Boid9,23.920
Boid33,Boid18,23.920
Boid34,Boid2,23.920
Boid35,Boid9,23.920
Boid36,Boid13,23.920
Boid37,Boid18,23.920
Boid38,Boid9,23.920
Boid39,Boid10,23.920
Boid40,Boid11,23.920
Boid41,Boid2,23.920
Boid42,Boid40,23.920
Boid43,Boid9,23.920
Boid44,Boid5,23.920
Boid45,Boid20,23.920
Boid46,Boid10,23.920
Boid47,Boid35,23.920
Boid48,Boid8,23.920
Boid49,Boid10,23.920
Boid0,Boid8,23.940
Boid1,Boid30,23.940
Boid2,Boid35,23.940
Boid3,Boid7,23.940
Boid4,Boid22,23.940
Boid5,Boid9,23.940
Boid6,Boid5,23.940
Boid7,Boid21,23.940
Boid8,Boid18,23.940
Boid9,Boid21,23.940
Boid10,Boid29,23.940
Boid11,Boid22,23.940
Boid12,Boid2,23.940
Boid13,Boid29,23.940
Boid14,Boid5,23.940
Boid15,Boid23,23.940
Boid16,Boid18,23.940
Boid17,Boid22,23.940
Boid18,Boid29,23.940
Boid19,Boid5,23.940
Boid20,Boid26,23.940
Boid21,Boid9,23.940
Boid22,Boid2,23.940
Boid23,Boid48,23.940
Boid24,Boid9,23.940
Boid25,Boid22,23.940
Boid26,Boid18,23.940
Boid27,Boid8,23.940
Boid28,Boid29,23.940
Boid29,Boid18,23.940
